level_0,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh
0,0,Springfields Apartments,12.9177962,77.6694615,Apartment,"Ambalipura, Bengaluru",8.092671478901165,1.9640593896137586,10,12,717
1,1,SJR Watermark,12.913821,77.6708135,Apartment,"Ambalipura, Bengaluru",7.666347637154255,2.1465983633864214,13,15,884
2,2,Golden Corner,12.9194386,77.6696308,Apartment,"Ambalipura, Bengaluru",8.27618896683004,1.9951437970242962,8,9,553
3,3,Alps Estate,12.9148791,77.6726218,Apartment,"Ambalipura, Bengaluru",7.806215656133405,2.322575864597427,10,11,685
4,4,Alta Monte,12.9150305,77.6692867,Apartment,"Ambalipura, Bengaluru",7.7846249080530034,1.9618594636834408,11,13,804
5,5,Sterling Silver End,12.9165367,77.6680317,Apartment,"Ambalipura, Bengaluru",7.941652913071558,1.8108926490811832,11,12,747
6,6,Block- Boatman,12.9133138,77.6707669,Apartment,"Ambalipura, Bengaluru",7.609731756055423,2.152739266418635,14,15,916
7,7,Maruthi Nilaya,12.9130681,77.6674708,Apartment,"Ambalipura, Bengaluru",7.552940571309156,1.8119969782921979,12,14,842
8,8,Apple Square,12.9151219,77.6690802,Apartment,"Ambalipura, Bengaluru",7.792930906010427,1.9383417378093342,11,13,799
9,9,Mahaveer Cottage,12.9137432,77.6651601,Apartment,"Ambalipura, Bengaluru",7.617243535206052,1.5506368961541324,12,14,858
10,10,Sunita Residency,12.9133044,77.6651179,Apartment,"Ambalipura, Bengaluru",7.568349282120443,1.559656107755541,12,14,844
11,11,"C204, Purva Sunshine Apartment",12.9170738,77.6722151,Apartment,"Ambalipura, Bengaluru",8.042878698238946,2.262164285695757,9,11,658
12,12,Shree Sai Prabha Apartments,12.9123429,77.6640547,Apartment,"Ambalipura, Bengaluru",7.459367268037999,1.4865615300420745,13,15,888
13,13,yellow bells,12.9116894,77.6668165,Apartment,"Ambalipura, Bengaluru",7.395949419998684,1.7918234898779772,12,14,860
14,14,Dragonfly - SJR Watermark,12.9135341,77.6710157,Apartment,"Ambalipura, Bengaluru",7.636985537708364,2.1741760667019596,13,15,902
15,15,SimplyGuest GuruKrupa - Furnished 1 BHK%2F Studio Flat on Rent,12.92007,77.6686657,Apartment,"Ambalipura, Bengaluru",8.338251361758376,1.9011004516585446,8,9,561
16,16,Abhishek's House,12.9146898,77.6722848,Apartment,"Ambalipura, Bengaluru",7.780701322375036,2.2889610330790826,10,12,702
17,17,Settl. Bosa - Coliving Space in Sarjapur Road,12.9160819,77.6693235,Apartment,"Ambalipura, Bengaluru",7.901465399011535,1.9537839201230647,12,14,827
18,18,Prerna Palazzo,12.91379,77.6643018,Apartment,"Ambalipura, Bengaluru",7.620592077048694,1.459584644138983,13,15,902
19,19,Estella Ornate,12.9100185,77.6675283,Apartment,"Ambalipura, Bengaluru",7.214858110330905,1.935077396577756,14,15,922
20,20,Sai Shree Apartments,12.9118569,77.6635712,Apartment,"Ambalipura, Bengaluru",7.404959053510104,1.4599894465317227,13,15,902
21,21,Purple Links apartment,12.9121877,77.6691499,Apartment,"Ambalipura, Bengaluru",7.4683878610951,2.0139038587830744,13,15,880
22,22,Magna Nest,12.9140778,77.6693095,Apartment,"Ambalipura, Bengaluru",7.679267707145384,1.9811205412352741,12,14,841
23,23,Royal Avenue Residency,12.9133671,77.6671812,Apartment,"Ambalipura, Bengaluru",7.584336792776442,1.773106063788347,12,14,835
24,24,Purestone Enterprises,12.9151152,77.6690951,Apartment,"Ambalipura, Bengaluru",7.792317645349649,1.9400392851877664,11,13,799
25,25,Sri Mitra Spring Valley,12.9145318,77.6724577,Apartment,"Ambalipura, Bengaluru",7.765635712669497,2.3098767525414,10,12,702
26,26,Block- Tetra,12.9127758,77.6702044,Apartment,"Ambalipura, Bengaluru",7.543981688168295,2.106865245840695,14,16,948
27,27,MiCasa Apartments,12.9143463,77.6699521,Apartment,"Ambalipura, Bengaluru",7.715186126105284,2.044487582184301,12,14,822
28,28,Mantri Flora,12.9182654,77.6649359,Apartment,"Ambalipura, Bengaluru",8.119372564736125,1.4763628894834737,12,14,832
29,29,"Godrej Lake Gardens, Bangalore",12.9115937,77.6680254,Apartment,"Ambalipura, Bengaluru",7.393185977551528,1.9185317338327417,13,14,867
30,30,Shubh enclave,12.9141508,77.6706265,Apartment,"Ambalipura, Bengaluru",7.700706556611164,2.120181307486192,12,14,837
31,31,Ab residency,12.9146011,77.6699605,Apartment,"Ambalipura, Bengaluru",7.743480615807886,2.0409201900415326,12,14,820
32,32,Sri Renuka Complex,12.9157063,77.6728983,Apartment,"Ambalipura, Bengaluru",7.90131444560233,2.343283563529868,9,11,659
33,33,Total Environment Raindrops Apartment,12.9167479,77.6685901,Apartment,"Ambalipura, Bengaluru",7.969190830331591,1.8703211012441203,11,12,740
34,34,Serene,12.9139566,77.6696099,Apartment,"Ambalipura, Bengaluru",7.668660869954102,2.015621091246946,12,14,851
35,35,DRONGO - SJR Watermark,12.9135476,77.6698878,Apartment,"Ambalipura, Bengaluru",7.626111580321634,2.0541351104786028,14,15,918
36,36,Krishna kousthubha,12.9136108,77.6675301,Apartment,"Ambalipura, Bengaluru",7.613561978935924,1.803262542906672,12,14,824
37,37,Purva Whitehall,12.9167605,77.6720383,Apartment,"Ambalipura, Bengaluru",8.006010921340904,2.243786158359974,10,11,673
38,38,Devinarayan Lexington Terrace,12.9129455,77.6657458,Apartment,"Ambalipura, Bengaluru",7.530513932660065,1.6364591854322812,12,14,822
39,39,Women-collection,12.9181948,77.6695175,Apartment,"Ambalipura, Bengaluru",8.13734295057379,1.9716920038943595,10,12,711
40,40,Prerana Life APT,12.9138806,77.6650049,Apartment,"Ambalipura, Bengaluru",7.632097867100211,1.5304569478617343,12,14,862
41,41,Lakshmi Nilayam,12.9203469,77.6701391,Apartment,"Ambalipura, Bengaluru",8.38151906499245,2.0636525908004084,9,10,604
42,42,Block - Martin,12.913705,77.6705674,Apartment,"Ambalipura, Bengaluru",7.650740146838174,2.1228238284070997,13,15,891
43,43,Mahaveer Pearl 1,12.9141638,77.6651306,Apartment,"Ambalipura, Bengaluru",7.663914318136934,1.5360281374859985,13,15,872
44,44,Nagu - %E0%B2%A8%E0%B2%97%E0%B3%81,12.9135267,77.6649013,Apartment,"Ambalipura, Bengaluru",7.592496915745187,1.5301169882841872,12,14,850
45,45,Sri Sai Akshay Elite,12.9136436,77.6649315,Apartment,"Ambalipura, Bengaluru",7.605566365563637,1.5296887149516885,12,14,853
46,46,Block- Darter,12.9138746,77.6700971,Apartment,"Ambalipura, Bengaluru",7.664452804515614,2.0691976884061622,13,15,914
47,47,Mithila Nest,12.9131779,77.6658806,Apartment,"Ambalipura, Bengaluru",7.556860558616001,1.6428821997517113,12,14,817
48,48,Nkhj Palace,12.9142746,77.6690318,Apartment,"Ambalipura, Bengaluru",7.698597961535703,1.9475630284114678,12,14,831
49,49,Malathi.K,12.9207902,77.6701076,Apartment,"Ambalipura, Bengaluru",8.430323178485152,2.068775615747238,9,11,634
50,50,Green Meadows,12.9116642,77.6640671,Apartment,"Ambalipura, Bengaluru",7.383917814587163,1.517769750435263,13,15,878
51,51,Silver Meadows,12.9119498,77.6643843,Apartment,"Ambalipura, Bengaluru",7.416123385072801,1.5363364419089411,13,15,878
52,52,Perumareddy Mi Casa,12.9145965,77.6697131,Apartment,"Ambalipura, Bengaluru",7.7405281374549775,2.0144954879514407,12,14,815
53,53,Mahaveer Pearl 2,12.9137569,77.6647051,Apartment,"Ambalipura, Bengaluru",7.617641811940444,1.5026658958593893,13,15,887
54,54,Krishna Lilac,12.9190386,77.6726664,Apartment,"Ambalipura, Bengaluru",8.26567055532673,2.3182750523347107,9,11,644
55,55,Elan Homes,12.9174916,77.6727643,Apartment,"Ambalipura, Bengaluru",8.096307310460517,2.321487155605547,9,10,625
56,56,Kay Arr %26 Co Providence,12.9134191,77.66612,Apartment,"Ambalipura, Bengaluru",7.584653283687642,1.660483829207791,12,14,817
57,57,Mounica Royale,12.9187163,77.6731784,Apartment,"Ambalipura, Bengaluru",8.2371118706326,2.371059570615768,9,11,639
58,58,The EDGE,12.9163383,77.6752834,Apartment,"Ambalipura, Bengaluru",8.008730442979754,2.597006064564213,10,11,683
59,59,Exsultare,12.913128,77.6671732,Apartment,"Ambalipura, Bengaluru",7.557742656020717,1.7791292625581776,12,14,842
60,60,"Godrej Reflections, Bangalore",12.9114986,77.667066,Apartment,"Ambalipura, Bengaluru",7.3761965782243735,1.8246371512093313,13,15,870
61,61,Brindhvan residency,12.9143687,77.6648443,Apartment,"Ambalipura, Bengaluru",7.685965468728501,1.5006327560200892,12,14,858
62,62,TETRA - SJR Watermark,12.912741,77.6702127,Apartment,"Ambalipura, Bengaluru",7.540220003718211,2.10867914441863,14,16,949
63,63,HORNBILL - SJR Watermark,12.9138058,77.6701139,Apartment,"Ambalipura, Bengaluru",7.6570124174093115,2.072435379535513,13,15,912
64,64,Sujatha Residency,12.922034,77.6645671,Apartment,"Ambalipura, Bengaluru",8.537609348433776,1.5240081416111113,7,8,486
65,65,NR Elite Apartment,12.9150772,77.6652664,Apartment,"Ambalipura, Bengaluru",7.765831293274138,1.5301931842432992,12,14,834
66,66,The Bha House,12.9161131,77.6662878,Apartment,"Ambalipura, Bengaluru",7.884702247535882,1.625531245761168,12,13,808
67,67,La Palazzo Residences - KMB Group,12.9191369,77.6659181,Apartment,"Ambalipura, Bengaluru",8.219201830019689,1.5916298296311013,12,13,798
68,68,VS Sunshine Apartments,12.9090352,77.6641842,Apartment,"Ambalipura, Bengaluru",7.091758119795554,1.6718680824364236,13,15,901
69,69,Jana Jeeva Silver Palm,12.9131159,77.664599,Apartment,"Ambalipura, Bengaluru",7.546161153020357,1.5123413814701296,12,14,863
70,70,Ozone Evergreens,12.9088641,77.6628913,Apartment,"Ambalipura, Bengaluru",7.072288274150124,1.5685699795462145,14,16,950
71,71,Ambience Diva Apartments,12.9184055,77.6718202,Apartment,"Ambalipura, Bengaluru",8.184987185810185,2.222111410143496,9,10,623
72,72,AS08,12.9156329,77.6636791,Apartment,"Ambalipura, Bengaluru",7.824877003576506,1.350655163370771,13,15,892
73,73,Devinarayan Whispering Meadows,12.9122841,77.6648164,Apartment,"Ambalipura, Bengaluru",7.454156744067714,1.5657174280775057,12,14,856
74,74,Silver Pride Apartments,12.9129609,77.6647739,Apartment,"Ambalipura, Bengaluru",7.529298998827299,1.5357722926551047,12,14,863
75,75,Orchard in Bloom - Innerspaces,12.9113915,77.6638648,Apartment,"Ambalipura, Bengaluru",7.3533911636817235,1.5109708625117886,13,15,876
76,76,Newark Springs,12.9107145,77.6763674,Apartment,"Ambalipura, Bengaluru",7.413823173488869,2.8111247165670923,12,15,887
77,77,P.N.R Residency,12.920467,77.6688277,Apartment,"Ambalipura, Bengaluru",8.383519925312013,1.9258426962868034,8,10,578
78,78,Manoj Lake View Residency,12.9125231,77.6640764,Apartment,"Ambalipura, Bengaluru",7.479428584528453,1.4813350309021218,13,15,884
79,79,Elite Unique Apartments,12.9186134,77.673652,Apartment,"Ambalipura, Bengaluru",8.232586248283704,2.421608104664704,9,11,649
80,80,Krishna Reddy Apartments,12.9128661,77.6644963,Apartment,"Ambalipura, Bengaluru",7.518193833699773,1.510750637603527,13,15,871
81,81,GreenNesto appartment,12.9047533,77.6625735,Apartment,"Ambalipura, Bengaluru",6.615536000099667,1.8571264059967194,11,14,821
82,82,Mayflower Apartments,12.921026,77.6659327,Apartment,"Ambalipura, Bengaluru",8.429193902234976,1.6324765327750679,14,15,925
83,83,Apollo Building,12.9206702,77.6702312,Apartment,"Ambalipura, Bengaluru",8.418210583382185,2.0795481611488333,9,10,628
84,84,Krishna Kousthubha,12.9162941,77.6664568,Apartment,"Ambalipura, Bengaluru",7.905576125706618,1.6421927286678837,12,13,805
85,85,West117,12.916468,77.665792,Apartment,"Ambalipura, Bengaluru",7.922140494308778,1.5689867988894008,13,14,861
86,86,Aaditya Maalin,12.9142364,77.6645288,Apartment,"Ambalipura, Bengaluru",7.670602200843704,1.470728708572679,13,15,880
87,87,Poetree,12.9066639,77.6792503,Apartment,"Ambalipura, Bengaluru",7.0422008519862125,3.250288774302661,17,20,1204
88,88,Jana Jeeva Habitat,12.9137565,77.6648539,Apartment,"Ambalipura, Bengaluru",7.617929999169286,1.5182242396636083,13,15,886
89,90,SJR Park Vista Club House,12.9171468,77.6642492,Apartment,"Ambalipura, Bengaluru",7.993744631237163,1.398790483285924,14,16,942
90,91,50,12.9144636,77.6648746,Apartment,"Ambalipura, Bengaluru",7.69658622134707,1.5015286972788136,12,14,858
91,92,Trinity Acres and Woods,12.919199,77.666544,Apartment,"Ambalipura, Bengaluru",8.228696061071513,1.6597992993394524,11,13,766
92,93,Apollo,12.9205912,77.6703757,Apartment,"Ambalipura, Bengaluru",8.41086873502567,2.0934440283847273,9,10,611
93,94,Sri Sai Venkateshwara Nilaya,12.9149612,77.6651851,Apartment,"Ambalipura, Bengaluru",7.7527038128725945,1.5237193171698582,12,14,838
94,95,SJR Redwoods,12.9154052,77.664345,Apartment,"Ambalipura, Bengaluru",7.8002422428345355,1.4257810988010662,13,14,864
95,96,MSR Building,12.9137758,77.666626,Apartment,"Ambalipura, Bengaluru",7.626657689241194,1.7036965305895546,11,13,801
96,97,Marshal Lakeview Apartment,12.9217927,77.6650289,Apartment,"Ambalipura, Bengaluru",8.51171708071034,1.5625095262672586,7,8,469
97,99,ALLRIGHT HOMES,12.9093373,77.6645866,Apartment,"Ambalipura, Bengaluru",7.126047539970107,1.6903529581717576,13,15,920
98,100,Vijayanikethan apartment,12.9093187,77.6776951,Apartment,"Ambalipura, Bengaluru",7.290900282778513,2.992901799806311,14,16,953
99,102,SVM apartments,12.915234,77.662956,Apartment,"Ambalipura, Bengaluru",7.78053553402427,1.2806157547039436,14,16,931
100,103,Alleluia,12.9144645,77.6650355,Apartment,"Ambalipura, Bengaluru",7.697085402028676,1.5185422396775599,12,14,852
101,104,The Central Regency Address,12.9210555,77.6706568,Apartment,"Ambalipura, Bengaluru",8.46508886079497,2.1327830817923057,9,10,597
102,106,Embassy Pristine Apartments,12.9269583,77.6616356,Apartment,"Ambalipura, Bengaluru",9.085971070767947,1.5429908513954762,10,11,681
103,107,Axis Valencia,12.9127266,77.6690979,Apartment,"Ambalipura, Bengaluru",7.5276281174781605,1.992140629491579,13,15,872
104,108,H block,12.9175837,77.6688203,Apartment,"Ambalipura, Bengaluru",8.063695352735522,1.8941422075881518,11,13,763
105,109,Saket Callipolis,12.9095176,77.68542,Apartment,"Ambalipura, Bengaluru",7.535366979841141,3.794932285248142,13,16,936
106,110,Residential Apartment,12.894689,77.6582786,Apartment,"Ambalipura, Bengaluru",5.523139586761583,2.631494308022844,10,12,723
107,112,Prestige Ferns Residency,12.9031221,77.6619237,Apartment,"Ambalipura, Bengaluru",6.435452243269839,1.9555694230572211,11,13,805
108,113,Suncity Apartments,12.9255055,77.6654327,Apartment,"Ambalipura, Bengaluru",8.925480378542586,1.774744709464708,8,9,531
109,114,SJR Eastwood,12.9119176,77.6657646,Apartment,"Ambalipura, Bengaluru",7.416358947438023,1.6762686281022918,12,14,863
110,115,Number 7,12.9079377,77.6665695,Apartment,"Ambalipura, Bengaluru",6.977957938642892,1.9551377669311032,15,17,1008
111,116,"Boulevard Springsfield, Sarjapur Road",12.917967,77.670175,Apartment,"Ambalipura, Bengaluru",8.118302414741569,2.0418970153263056,10,12,711
112,117,Reliaable Acacia Apartments,12.9246428,77.6674314,Apartment,"Ambalipura, Bengaluru",8.837830258442112,1.9219121200650642,8,9,562
113,118,Apartment,12.8993893,77.6510949,Apartment,"Ambalipura, Bengaluru",6.162982816110006,1.9994379427782087,6,7,445
114,119,Nestaway Technologies Pvt. Ltd. Corporate,12.9158259,77.645526,Apartment,"Ambalipura, Bengaluru",8.080108231797631,0.6535963753073217,3,4,221
115,120,Marouthu Homes,12.93108,77.683756,Apartment,"Ambalipura, Bengaluru",9.795911326448005,3.829237537195586,13,14,827
116,121,ViceroySree Apartments,12.919247,77.6730022,Apartment,"Ambalipura, Bengaluru",8.293192641803524,2.356493627754708,10,11,654
117,123,Elements Layout,12.9139498,77.6767583,Apartment,"Ambalipura, Bengaluru",7.775098395862199,2.780457436842434,11,13,805
118,124,"West 024, Trinity Woods",12.9163029,77.6657807,Apartment,"Ambalipura, Bengaluru",7.903751370590076,1.569045244092051,13,14,868
119,126,Jana Jeeva habbit 2,12.9151303,77.6650892,Apartment,"Ambalipura, Bengaluru",7.771238576299116,1.510274965297634,12,14,834
120,128,Flat apartment,12.9300508,77.6838345,Apartment,"Ambalipura, Bengaluru",9.686415130292838,3.793032297564318,13,14,846
121,129,RAYALA Livium,12.9133161,77.6690938,Apartment,"Ambalipura, Bengaluru",7.592916445437471,1.9757346989714861,12,14,855
122,130,Subha Serene Sai,12.9136106,77.6694055,Apartment,"Ambalipura, Bengaluru",7.6283953638976145,2.00154769031293,13,15,892
123,131,Apartment,12.9224363,77.6705931,Apartment,"Ambalipura, Bengaluru",8.617328092823884,2.160865220322628,10,12,709
124,132,MANRIT REALTY,12.9181849,77.6694984,Apartment,"Ambalipura, Bengaluru",8.13607546199627,1.9695732010250322,10,12,711
125,134,Oakhaven service Apartments sarjapur road,12.9153327,77.6781705,Apartment,"Ambalipura, Bengaluru",7.9557375755879365,2.9161932334642944,11,13,752
126,135,H. NO 24,12.9094883,77.6752771,Apartment,"Ambalipura, Bengaluru",7.2580061519095596,2.7378532185531315,13,16,946
127,136,Shilpa Dacha,12.9177432,77.6714529,Apartment,"Ambalipura, Bengaluru",8.107393579061567,2.1797122479376974,10,11,673
128,137,Wama Ibbanee,12.9099684,77.6761112,Apartment,"Ambalipura, Bengaluru",7.327097253576583,2.8075367291108275,13,15,912
129,138,SJR Prime Corporation Pvt Ltd,12.9195834,77.6683208,Apartment,"Ambalipura, Bengaluru",8.28174896292025,1.8562516584732973,8,9,569
130,141,Ambalipura,12.9150108,77.6700766,Apartment,"Ambalipura, Bengaluru",7.790013031979294,2.0470257802149674,10,12,722
131,143,Apartment,12.9166918,77.6374176,Apartment,"Ambalipura, Bengaluru",8.424567904883547,1.5113463115084895,7,8,501
132,144,G Block,12.9176439,77.6693541,Apartment,"Ambalipura, Bengaluru",8.074844051247222,1.9520846744333449,11,12,747
133,145,"Tower 5, Shriram Chirping Woods",12.9092164,77.6677709,Apartment,"Ambalipura, Bengaluru",7.12757614226917,1.9978024760596393,14,16,944
134,149,Olive Service Apartments HSR Layout Bangalore,12.9070377,77.6451853,Apartment,"Ambalipura, Bengaluru",7.145092622103318,1.3286909335623414,6,7,408
135,151,D'Habitat Serviced Apartments in Bangalore Koramangala,12.9401085,77.6246982,Apartment,"Ambalipura, Bengaluru",11.34723393612066,3.838392652740848,17,19,1128
136,152,Madagascar Villaments,12.9127888,77.6758082,Apartment,"Ambalipura, Bengaluru",7.629391971473365,2.6998448888285447,12,14,860
137,156,The Orchard Greens - Hotel in Sarjapur Road,12.9167711,77.66806,Apartment,"Ambalipura, Bengaluru",7.967860280444488,1.812812096000599,11,12,743
138,157,BHK Residency,12.9183401,77.6543926,Apartment,"Ambalipura, Bengaluru",8.183361220855886,0.34750424064918334,2,2,112
139,158,"122 west, Trinity Acres and Woods",12.916645,77.6658363,Apartment,"Ambalipura, Bengaluru",7.941973684406774,1.5726475021694377,13,14,852
140,159,Easyday Club-Bengaluru-Divyashree Apartments,12.9182479,77.6735165,Apartment,"Ambalipura, Bengaluru",8.190330469721236,2.4049542667389687,10,11,660
141,162,Springfields Skywalk,12.9186392,77.6691366,Apartment,"Ambalipura, Bengaluru",8.183311782267117,1.9334343978377908,10,12,700
142,164,Sapthagiri Estates,12.919764,77.6675463,Apartment,"Ambalipura, Bengaluru",8.296740319453994,1.7759871040891366,7,9,518
143,165,Amblipura,12.9162186,77.6657818,Apartment,"Ambalipura, Bengaluru",7.894386941725225,1.569900366365729,13,15,874
144,167,Rooffund,12.9258286,77.6805886,Apartment,"Ambalipura, Bengaluru",9.151737977657499,3.3060476840848794,15,16,938
145,170,Olive Service Apartments Koramangala,12.9280031,77.6285146,Apartment,"Ambalipura, Bengaluru",9.944193421872237,2.7423580466074524,12,13,790
146,171,Springfields Main Pool,12.9177722,77.669674,Apartment,"Ambalipura, Bengaluru",8.091936722944345,1.9870217885548385,10,12,719
147,173,Orchids The International School - Sarjapur Road,12.9170701,77.6704418,Apartment,"Ambalipura, Bengaluru",8.021721794224955,2.0700006272889517,10,12,712
148,174,EXISTENTIAL KNOWLEDGE FOUNDATION,12.9168674,77.6686299,Apartment,"Ambalipura, Bengaluru",7.982753947930453,1.8741887975285731,10,12,738
149,175,"Settlin.in, Property Consultancy",12.9118448,77.6415074,Apartment,"Ambalipura, Bengaluru",7.772295643227908,1.2305076969913462,5,6,367
150,178,sundha medicals,12.9184212,77.6709043,Apartment,"Ambalipura, Bengaluru",8.176156631487865,2.1230806272594376,9,10,585
151,179,Ansu Builders Pvt Ltd,12.9122823,77.6659142,Apartment,"Ambalipura, Bengaluru",7.457477735292343,1.6772882773644977,12,14,840
152,181,Avchetan Theatre,12.9175673,77.6693037,Apartment,"Ambalipura, Bengaluru",8.065914027705684,1.9465081204142378,11,13,769
153,182,Rent My Stay,12.9197294,77.6213998,Apartment,"Ambalipura, Bengaluru",9.44569381363492,3.2560745357713303,13,14,863
154,183,Iblur Bus Stop,12.9213065,77.6630563,Apartment,"Ambalipura, Bengaluru",8.455714064493739,1.3426658632257886,5,6,367
155,184,Delite Chaat House - Harlur,12.9139106,77.6667771,Apartment,"Ambalipura, Bengaluru",7.642413623810391,1.7161994503354046,11,13,798
156,186,State Bank of India SARJAPURA ROAD,12.9188658,77.6700914,Apartment,"Ambalipura, Bengaluru",8.217018018778191,2.0385554016297305,8,9,552
157,187,Andra Villas Multi Restaurant,12.9187197,77.6708407,Apartment,"Ambalipura, Bengaluru",8.208494609319354,2.11829120583009,8,10,576
158,188,VM SECURITIES,12.9181003,77.6694986,Apartment,"Ambalipura, Bengaluru",8.126702007232021,1.9691842963234953,10,12,714
159,190,P SINGHAL %26 CO (CHARTERED ACCOUNTANTS),12.9130681,77.6662323,Apartment,"Ambalipura, Bengaluru",7.546152693349523,1.6828983114204523,12,14,814
160,191,Lower ambalipura lake,12.9174275,77.6651051,Apartment,"Ambalipura, Bengaluru",8.026642565493114,1.491349044779936,12,14,839
161,193,"Ruan Thai Spa Bellandur, Sarjapur Road",12.9191192,77.6688491,Apartment,"Ambalipura, Bengaluru",8.234205504596869,1.9070633330802063,8,9,542
162,194,Shri Balaji Hardware,12.9181867,77.6709966,Apartment,"Ambalipura, Bengaluru",8.151227575773076,2.13179881377546,8,9,566
163,195,Seastar Labs,12.9207313,77.6687199,Apartment,"Ambalipura, Bengaluru",8.412015054786039,1.9198539984962115,9,10,599
164,196,A Better Word,12.916867,77.668629,Apartment,"Ambalipura, Bengaluru",7.982702565103982,1.8740926233823436,10,12,738
165,197,RmZ Ecospace,12.9271463,77.6810426,Apartment,"Ambalipura, Bengaluru",9.305242106033258,3.397254469207077,13,13,800
166,198,Kashi Vishwanath Paan Shop,12.9138685,77.6666954,Apartment,"Ambalipura, Bengaluru",7.637309790581833,1.708631453644046,11,13,799
167,199,HP Petrol Pump RKR FUEL STATION,12.914585,77.666833,Apartment,"Ambalipura, Bengaluru",7.71761050119589,1.706922339129368,11,13,788
168,200,KINGSCOURT India Pvt Ltd,12.9193928,77.6697408,Apartment,"Ambalipura, Bengaluru",8.27210671939591,2.0064091755291873,8,9,556
169,202,IdeaNet Solutions Inc,12.9190685,77.6688003,Apartment,"Ambalipura, Bengaluru",8.22819994169468,1.9012336019692404,8,9,528
170,204,VVS and Associates,12.913667,77.6705997,Apartment,"Ambalipura, Bengaluru",7.646897030596631,2.1270734337555792,13,15,889
171,205,bookmyshop,12.914114,77.6706589,Apartment,"Ambalipura, Bengaluru",7.696997929478053,2.1243360890348577,12,14,839
172,206,New Mathaji Hardware,12.9200368,77.6669072,Apartment,"Ambalipura, Bengaluru",8.323513743312098,1.7125280336103423,7,8,500
173,207,Vismetha tailors,12.91477,77.6670116,Apartment,"Ambalipura, Bengaluru",7.739130856110737,1.7223905470922065,11,13,783
174,208,Plus Point Hypermarket,12.9162622,77.6679187,Apartment,"Ambalipura, Bengaluru",7.9104134135005815,1.8004912379359312,11,13,752
175,209,MeritIndia Corporate Services Pvt Ltd,12.9170738,77.6722152,Apartment,"Ambalipura, Bengaluru",8.042879996255442,2.2621751226727627,9,11,658
176,211,Fitness Life Gym,12.9197069,77.6677129,Apartment,"Ambalipura, Bengaluru",8.291415849931047,1.7929097919179366,7,9,518
177,212,100Krafts - Interior Designer in Bangalore,12.9218522,77.6720087,Apartment,"Ambalipura, Bengaluru",8.568139978926622,2.294347019106764,9,10,627
178,213,DHL Express (India) Pvt. Ltd,12.919717,77.6674745,Apartment,"Ambalipura, Bengaluru",8.291096754041062,1.767514379039866,7,8,507
179,214,BasicLife! By Back2Basics,12.9182899,77.6694958,Apartment,"Ambalipura, Bengaluru",8.147688375538733,1.969863706698888,10,12,712
180,215,Irisidea TechSolutions Private Limited,12.9180542,77.669619,Apartment,"Ambalipura, Bengaluru",8.12267819448205,1.9820188183045842,10,12,715
181,216,NoBroker - House Cleaning Services in Bangalore,12.9148053,77.6768055,Apartment,"Ambalipura, Bengaluru",7.869511671657019,2.774137467622171,11,13,769
182,218,RT Nagar,12.9144702,77.6661397,Apartment,"Ambalipura, Bengaluru",7.701523024040092,1.6355523836077637,12,14,823
183,219,Cool Commander,12.9208304,77.6699519,Apartment,"Ambalipura, Bengaluru",8.433323005102942,2.0530240608769046,9,11,640
184,221,"Systems Domain Bellandur, Bangalore",12.9185462,77.6704807,Apartment,"Ambalipura, Bengaluru",8.18551037719726,2.0780704826226617,8,9,554
185,224,Habits Systems,12.9219624,77.671989,Apartment,"Ambalipura, Bengaluru",8.58008582355484,2.2949585424873757,9,10,629
186,225,Poorvika driving school,12.9190974,77.6687794,Apartment,"Ambalipura, Bengaluru",8.231242241886669,1.8993020514938905,8,9,540
187,226,BE WOW Unisex saloon,12.9218202,77.6652126,Apartment,"Ambalipura, Bengaluru",8.515228124320666,1.5823728067397627,7,8,462
188,228,Address Maker,12.92781,77.632888,Apartment,"Ambalipura, Bengaluru",9.753928464722932,2.3128525356266505,10,11,630
189,229,Invact Metaversity,12.9261032,77.665419,Apartment,"Ambalipura, Bengaluru",8.991882644267251,1.808275069994456,8,9,546
190,230,Shikha Cake Station,12.9178088,77.6702079,Apartment,"Ambalipura, Bengaluru",8.101112571525167,2.0449652336261175,10,12,709
191,231,Samsung Service Center,12.9197549,77.6698967,Apartment,"Ambalipura, Bengaluru",8.313658577808155,2.028071786899927,8,9,567
192,232,Vogo Zone,12.9211755,77.6646724,Apartment,"Ambalipura, Bengaluru",8.4423492817323,1.5051655483018325,7,8,468
193,233,Play Arena,12.911452,77.676314,Apartment,"Ambalipura, Bengaluru",7.493252412811213,2.7850325404243605,12,14,864
194,234,Aria Clinic,12.910673,77.66308,Apartment,"Ambalipura, Bengaluru",7.2733196196573875,1.4737791241527156,13,15,878
195,235,Cloud migration,12.922476,77.670557,Apartment,"Ambalipura, Bengaluru",8.621367645384506,2.1582454534962197,10,12,710
196,236,rj_fitnessbuddy,12.9145653,77.6724753,Apartment,"Ambalipura, Bengaluru",7.769573579519835,2.311260855300436,10,12,701
197,237,MK Fish And Meat,12.9116352,77.664081,Apartment,"Ambalipura, Bengaluru",7.380709808463987,1.5204879212570073,13,15,877
198,239,NineStar Suzuki,12.9145157,77.6767325,Apartment,"Ambalipura, Bengaluru",7.836400758209546,2.769772913156398,10,12,710
