,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_voosh,distance_in_meters_from_voosh
829,1555,pg in indiranagar,12.962174000000001,77.64469620000001,PG,"Ambalipura, Bengaluru",4.3943023358058175,3.490965450315674,19,1121
830,1556,Stanza Living Frankfurt House,12.9345097,77.6089814,PG,"Ambalipura, Bengaluru",0.5573451341401785,1.4681328855813154,14,842
831,1557,Zolo Knight Co-Living %7C Redefining PG,12.933758500000001,77.6078292,PG,"Ambalipura, Bengaluru",0.7072403408329292,1.6155642871018907,15,925
832,1560,Zolo Templar,12.933719300000002,77.608202,PG,"Ambalipura, Bengaluru",0.6750242365245259,1.590021301478311,15,908
833,1562,Stanza Living,12.935557000000001,77.60779699999999,PG,"Ambalipura, Bengaluru",0.6335562462042567,1.48544313556883,15,875
834,1569,New Executive PG for ladies,12.915372099999999,77.6010095,PG,"Ambalipura, Bengaluru",2.755140833256735,3.696076964451597,21,1233
835,1582,"Cashfree Payments - Payment Gateway, eNACH %26 API Banking for India",12.9274479,77.6327507,PG,"Ambalipura, Bengaluru",2.343798324101565,2.395666169352798,12,698
836,1818,Apartment,12.9166918,77.63741759999999,Apartments,"Bellandur, Bengaluru",3.439318667503592,3.656210953615891,18,1067
837,1826,Apartment-1 BHK,12.9235963,77.6162818,Apartments,"Bellandur, Bengaluru",1.5187836555801895,2.271662809462151,17,994
838,1848,Rent My Stay,12.919729400000001,77.6213998,Apartments,"Bellandur, Bengaluru",2.1018883799586923,2.707372858075854,14,843
839,2165,Greencity Eutopia,12.9104016,77.60907209999999,Apartment,"BTM Layout, Bengaluru",2.992850374713766,3.8635145827623854,24,1444
840,2166,Krishna Prakash Apartments,12.9175952,77.6095787,Apartment,"BTM Layout, Bengaluru",2.195601702924293,3.081616977864541,20,1210
841,2167,Apartment-1 BHK,12.9235963,77.6162818,Apartment,"BTM Layout, Bengaluru",1.5187836555801895,2.271662809462151,17,994
842,2169,Brigade Lakeview Apartment,12.913354199999999,77.6207345,Apartment,"BTM Layout, Bengaluru",2.7423284979135962,3.4065432630004016,20,1180
843,2170,Kristal Amber Apartment,12.910422599999999,77.6070665,Apartment,"BTM Layout, Bengaluru",3.0327050995839686,3.924336813214028,24,1447
844,2171,Srishti Apartments,12.9110847,77.608131,Apartment,"BTM Layout, Bengaluru",2.936227041843121,3.819045819730426,24,1462
845,2172,Kristal Sapphire Apartments,12.9119292,77.6149921,Apartment,"BTM Layout, Bengaluru",2.7899322047222475,3.576494203518464,22,1306
846,2175,Palms Apartment,12.918819699999998,77.6188158,Apartment,"BTM Layout, Bengaluru",2.1006056138405125,2.7903493161116386,17,998
847,2176,Miracle Apartments BTM,12.9141498,77.6196642,Apartment,"BTM Layout, Bengaluru",2.625642810567322,3.311834858777148,19,1139
848,2177,Glenburn Apartments,12.9135164,77.60345749999999,Apartment,"BTM Layout, Bengaluru",2.8247444990596597,3.752103118960105,22,1308
849,2178,Pariwar Nest Apartments,12.9106115,77.6080307,Apartment,"BTM Layout, Bengaluru",2.9899549130761844,3.872537217986645,25,1475
850,2179,Pristine Gold Apartment,12.9116119,77.6091566,Apartment,"BTM Layout, Bengaluru",2.8585516379557627,3.7313940920469104,23,1400
851,2180,Ram Sridhar Apartments,12.9161746,77.60950129999999,Apartment,"BTM Layout, Bengaluru",2.352350722578216,3.2345158253205057,23,1405
852,2181,Say-sam Apartments,12.9104905,77.6057959,Apartment,"BTM Layout, Bengaluru",3.0598278785630195,3.9628581586377143,24,1448
853,2182,Sumeru Apartment,12.917580099999999,77.6186248,Apartment,"BTM Layout, Bengaluru",2.2281088015953086,2.928001772810696,17,996
854,2183,Sapthagiri Lake View Apartment,12.9128875,77.62157909999999,Apartment,"BTM Layout, Bengaluru",2.8192898267890474,3.465942244719292,21,1276
855,2184,R EMERALD APARTMENT,12.9144296,77.6116834,Apartment,"BTM Layout, Bengaluru",2.5143244707281407,3.3603136219098535,20,1216
856,2185,Victorian Residency Apartment,12.9194414,77.6058395,Apartment,"BTM Layout, Bengaluru",2.11733352109931,3.04699558457577,23,1369
857,2187,Apartments in BTM Layout,12.9166855,77.6069295,Apartment,"BTM Layout, Bengaluru",2.364484308334015,3.2765456051474726,22,1309
858,2188,Say Sam Pearl Apartment,12.911081,77.6082377,Apartment,"BTM Layout, Bengaluru",2.934378430424578,3.8160552501696268,24,1467
859,2190,Snehlata Apartment,12.9101733,77.6138196,Apartment,"BTM Layout, Bengaluru",2.9804843803799463,3.7855930694136157,23,1408
860,2192,Swanclose Apartments,12.9176374,77.619063,Apartment,"BTM Layout, Bengaluru",2.2343807639378697,2.922249508772603,16,987
861,2193,Kalyan Residency,12.914437699999999,77.6175589,Apartment,"BTM Layout, Bengaluru",2.545132861194923,3.278947144917306,19,1145
862,2194,S I Residency,12.9139433,77.6211078,Apartment,"BTM Layout, Bengaluru",2.6918377915428593,3.344393990431699,20,1200
863,2195,Shre Apartment,12.9247772,77.611937,Apartment,"BTM Layout, Bengaluru",1.366340819873479,2.2431577684807613,15,909
864,2196,RS Golden Apartment,12.912844400000001,77.6126129,Apartment,"BTM Layout, Bengaluru",2.684781964074386,3.512827873196394,21,1285
865,2197,Madina Apartment,12.9211832,77.6126556,Apartment,"BTM Layout, Bengaluru",1.75813949280067,2.6052787158322097,18,1089
866,2198,Devlok Apartment,12.923238699999999,77.60910109999999,Apartment,"BTM Layout, Bengaluru",1.5987749216798706,2.5139912290114435,17,1030
867,2200,Archana apartment,12.9161951,77.607007,Apartment,"BTM Layout, Bengaluru",2.414123956569399,3.32384130238905,23,1355
868,2201,Acharya Sankeerna Apartments,12.9162344,77.6088689,Apartment,"BTM Layout, Bengaluru",2.359307693746878,3.249520458306874,23,1377
869,2202,Fantasy Neha Lotus,12.912261599999999,77.6144895,Apartment,"BTM Layout, Bengaluru",2.7502876845522413,3.545994667210719,22,1317
870,2204,Nilaya Apartments,12.923295,77.60739000000001,Apartment,"BTM Layout, Bengaluru",1.657272892037777,2.589066663085746,17,1025
871,2205,Heritage Heaven,12.922800599999999,77.6130002,Apartment,"BTM Layout, Bengaluru",1.5769191546908663,2.421756836629106,17,1004
872,2206,Glory Apartment,12.923731199999999,77.61596440000001,Apartment,"BTM Layout, Bengaluru",1.497476546828902,2.2606571620051117,16,976
873,2208,The Harmony Apartment,12.9189107,77.6028037,Apartment,"BTM Layout, Bengaluru",2.316963412281577,3.2587348841669344,21,1260
874,2209,Chiranjeevi Apartment,12.9173011,77.6164468,Apartment,"BTM Layout, Bengaluru",2.21148490703194,2.967283218533078,18,1095
875,2211,Elegance Lake View Apartment,12.910504,77.6151101,Apartment,"BTM Layout, Bengaluru",2.948889664527304,3.732835892552958,21,1256
876,2212,Sai Ram Enclave,12.9147337,77.6021955,Apartment,"BTM Layout, Bengaluru",2.757998046104791,3.6940538010756527,21,1279
877,2213,Archana apartment,12.9181977,77.60809429999999,Apartment,"BTM Layout, Bengaluru",2.1673955747562044,3.0733447938868244,20,1213
878,2214,Emaar Paradise,12.9216175,77.6065429,Apartment,"BTM Layout, Bengaluru",1.8649477219510953,2.7969010398275946,21,1261
879,2215,Shriram Apartments,12.912838,77.61588559999998,Apartment,"BTM Layout, Bengaluru",2.6967796008887914,3.4667953270641605,20,1198
880,2217,Indira akash apartments,12.9130138,77.6133083,Apartment,"BTM Layout, Bengaluru",2.66442880753236,3.48135121512303,22,1300
881,2219,ND WILLOW,12.911898800000001,77.6086986,Apartment,"BTM Layout, Bengaluru",2.835691598172754,3.714574962493662,23,1406
882,2220,Gayatri Apartment,12.9180385,77.61508549999999,Apartment,"BTM Layout, Bengaluru",2.1130212857667905,2.900590459728994,20,1174
883,2221,MARSS MANOR,12.9185239,77.6054023,Apartment,"BTM Layout, Bengaluru",2.2297594532524787,3.159428443090298,22,1335
884,2222,Tirumala Dwellings,12.9134823,77.6212462,Apartment,"BTM Layout, Bengaluru",2.745227316907337,3.396758280943326,21,1232
885,2223,Lake Front Apartment,12.9139508,77.6161166,Apartment,"BTM Layout, Bengaluru",2.5763381523287414,3.341461884466033,20,1174
886,2224,White Apartment,12.9108151,77.60834320000001,Apartment,"BTM Layout, Bengaluru",2.9612336005968234,3.8410603464594213,24,1469
887,2225,Cauvery Residency Home,12.914240699999999,77.6123914,Apartment,"BTM Layout, Bengaluru",2.5306004619024836,3.364894130959096,20,1220
888,2226,Canara Bank Apartments,12.9135269,77.6026053,Apartment,"BTM Layout, Bengaluru",2.860393043468037,3.7920836482054323,21,1286
889,2229,OS Apartments,12.9192897,77.6070613,Apartment,"BTM Layout, Bengaluru",2.085186508901264,3.0051047998598848,22,1331
890,2230,Sai Sarovar Apartment,12.9118041,77.609032,Apartment,"BTM Layout, Bengaluru",2.8397187337734326,3.714532086260079,23,1406
891,2231,Godavari Residency,12.916046000000001,77.60049599999999,Apartment,"BTM Layout, Bengaluru",2.718396215681427,3.6612794190263296,20,1210
892,2232,Habib apartment,12.9151151,77.6100333,Apartment,"BTM Layout, Bengaluru",2.458916503620633,3.330714180842961,22,1311
893,2233,Sunehra Residence,12.915732,77.6142564,Apartment,"BTM Layout, Bengaluru",2.3637081102329116,3.1669172218561132,20,1218
894,2234,Shri Gurukrupa Apartments,12.9170062,77.6165915,Apartment,"BTM Layout, Bengaluru",2.2462446326993586,2.9988659260769275,18,1096
895,2235,Hi-tech Royal Ridge residency,12.919633000000001,77.6054582,Apartment,"BTM Layout, Bengaluru",2.1143407241167824,3.0469214446032753,22,1294
896,2236,Jk tower apartment,12.9110455,77.61294240000001,Apartment,"BTM Layout, Bengaluru",2.883787735327308,3.703749549519845,24,1435
897,2237,Kesari Sriram's Castle - Apartments,12.9189911,77.6153946,Apartment,"BTM Layout, Bengaluru",2.0107036865301047,2.7913332979058216,17,1017
898,2238,Sree Eshwara Towers,12.913692999999999,77.611025,Apartment,"BTM Layout, Bengaluru",2.602260977712271,3.4562760729589264,21,1274
899,2239,K V Pristine,12.921612800000002,77.6151042,Apartment,"BTM Layout, Bengaluru",1.7174910568816029,2.5065914882910874,17,1012
900,2240,Manar Sungleam Apartment,12.9113957,77.60929809999999,Apartment,"BTM Layout, Bengaluru",2.8798314715969666,3.750436077858237,23,1402
901,2241,Manar Sorrento,12.9185331,77.6188585,Apartment,"BTM Layout, Bengaluru",2.1325163982900515,2.8222766034443065,16,979
902,2242,GR Residency,12.922944300000001,77.6155457,Apartment,"BTM Layout, Bengaluru",1.576459267012437,2.3532628489217458,16,967
903,2243,Canopy Crown Apartments,12.913998199999998,77.61143829999999,Apartment,"BTM Layout, Bengaluru",2.564287975140824,3.4129803050016894,21,1262
904,2244,Krithik Residency,12.9203222,77.6124007,Apartment,"BTM Layout, Bengaluru",1.8552699473030432,2.7048627009570954,18,1052
905,2245,Manjusri Tenement (Smartstays),12.9189931,77.6120747,Apartment,"BTM Layout, Bengaluru",2.0051312252246425,2.8568066274193997,18,1077
906,2247,Crescent Opulent Apartments,12.9115962,77.6080519,Apartment,"BTM Layout, Bengaluru",2.8822139096440096,3.7672864815513143,24,1431
907,2248,Shristi Apartment,12.9112493,77.6082202,Apartment,"BTM Layout, Bengaluru",2.9163864362832737,3.7987115413052917,24,1441
908,2249,%2362 AIKYA Apartments,12.9192505,77.6124243,Apartment,"BTM Layout, Bengaluru",1.9740765368920512,2.8199791870090594,18,1106
909,2250,KMS Residency,12.922969699999998,77.60892790000001,Apartment,"BTM Layout, Bengaluru",1.6329219682668228,2.548946173625614,17,1047
910,2252,Rajappa Apartments,12.9236572,77.6062183,Apartment,"BTM Layout, Bengaluru",1.6759522002258211,2.6157068630630667,18,1082
911,2253,Modern Apartment,12.9195353,77.6040765,Apartment,"BTM Layout, Bengaluru",2.1896495060796437,3.12857366868293,22,1303
912,2255,Advaith Mansion,12.9174396,77.6201302,Apartment,"BTM Layout, Bengaluru",2.289408995133289,2.948936165743016,16,958
913,2256,Elsonic Mukund Miracle,12.914156599999998,77.61966690000001,Apartment,"BTM Layout, Bengaluru",2.6249868936372747,3.3110905244521476,19,1139
914,2258,"SAI RAM NILAYA, 813%2Fa,27 th main, 5 th cross, btm layout 2 stage, bangalore-76",12.911729800000002,77.613947,Apartment,"BTM Layout, Bengaluru",2.8076511164024045,3.612238732251596,22,1311
915,2259,Sri Ganapa Residency,12.924722099999999,77.61603240000001,Apartment,"BTM Layout, Bengaluru",1.390722168672334,2.15040139224682,15,895
916,2260,%2315 Nova appartments,12.923805,77.61417359999999,Apartment,"BTM Layout, Bengaluru",1.4664960471612059,2.2842539560924147,16,947
917,2261,Manar Merlin,12.9114034,77.6090017,Apartment,"BTM Layout, Bengaluru",2.884192112370226,3.758274784624822,24,1431
918,2262,Sobha Magnolia,12.923447999999999,77.60106280000001,Apartment,"BTM Layout, Bengaluru",2.016763345971902,2.957335982500988,17,1017
919,2263,Apartment,12.910454300000001,77.6128946,Apartment,"BTM Layout, Bengaluru",2.9496170538754076,3.769460920208355,24,1460
920,2264,Ashirwad Apartments,12.9155722,77.6177589,Apartment,"BTM Layout, Bengaluru",2.4250909406165184,3.1522377156901125,18,1101
921,2265,Srivari Apartments,12.914228900000001,77.6115002,Apartment,"BTM Layout, Bengaluru",2.538160006762919,3.3864767747529183,21,1264
922,2267,Makana Tower,12.9255168,77.6088923,Apartment,"BTM Layout, Bengaluru",1.3668583633609555,2.2948355505450433,15,918
923,2268,BBM Residency,12.92153,77.6094476,Apartment,"BTM Layout, Bengaluru",1.7715916938757044,2.674837152664376,18,1072
924,2269,Red Lotus Apartment,12.9128337,77.6132138,Apartment,"BTM Layout, Bengaluru",2.6845365605611455,3.5027745427486066,22,1299
925,2270,29th Apartment Building,12.910207000000002,77.61191559999999,Apartment,"BTM Layout, Bengaluru",2.981178116907524,3.8149958636957977,24,1439
926,2271,crown residency,12.911897999999999,77.6077475,Apartment,"BTM Layout, Bengaluru",2.856331827780192,3.7454159706390944,24,1445
927,2272,Shreenikethanaa Apartment,12.9187344,77.614948,Apartment,"BTM Layout, Bengaluru",2.034684555794626,2.8258434091392113,19,1121
928,2275,the sonic apartment,12.9107991,77.61339609999999,Apartment,"BTM Layout, Bengaluru",2.9106504311443,3.7231758081169586,23,1357
929,2276,Sai surya appartment,12.911568800000001,77.61380909999998,Apartment,"BTM Layout, Bengaluru",2.825310201852457,3.632033078643053,22,1316
930,2277,Apartment,12.9184228,77.61761779999999,Apartment,"BTM Layout, Bengaluru",2.1115852531170574,2.83584699953189,17,1010
931,2278,Olive Heights,12.916181800000002,77.6052395,Apartment,"BTM Layout, Bengaluru",2.477785519810511,3.4015585476390693,23,1358
932,2279,Swarnamahal Apartment,12.9228466,77.6148036,Apartment,"BTM Layout, Bengaluru",1.5777624273163289,2.3762273171688597,16,962
933,2281,24%2F1 Apartment,12.923896300000001,77.60676240000001,Apartment,"BTM Layout, Bengaluru",1.6253336077551859,2.563098331591959,17,1042
934,2282,Liss Cottage,12.912934300000002,77.60825600000001,Apartment,"BTM Layout, Bengaluru",2.732047459494357,3.618798476523405,23,1384
935,2283,Suraksha Chandra Apts,12.9116387,77.60873690000001,Apartment,"BTM Layout, Bengaluru",2.8633907738346895,3.741125045826206,24,1419
936,2284,Livingnest,12.9197461,77.6106356,Apartment,"BTM Layout, Bengaluru",1.940064481636513,2.818797754048255,19,1120
937,2285,Aishwarya Residency,12.9178978,77.6144795,Apartment,"BTM Layout, Bengaluru",2.124182467145101,2.9251500734591676,19,1161
938,2288,SHIVAM,12.9153778,77.6106521,Apartment,"BTM Layout, Bengaluru",2.420705390754714,3.2846574813554277,20,1221
939,2289,"LF-6,BDA Flats, BTM 2nd stage",12.9146753,77.6012917,Apartment,"BTM Layout, Bengaluru",2.808461027824054,3.747506650336934,21,1253
940,2290,Archana Residency,12.922747,77.60955729999999,Apartment,"BTM Layout, Bengaluru",1.6376310480831127,2.544860878470564,17,1025
941,2292,Sri Sai Residency,12.918417100000001,77.6110535,Apartment,"BTM Layout, Bengaluru",2.0799623935065945,2.947300858573534,19,1127
942,2293,Shantiniketan,12.9110629,77.613074,Apartment,"BTM Layout, Bengaluru",2.8816114391873295,3.699549803923288,24,1433
943,2294,LF-12 BDA Flats,12.914971699999999,77.6017155,Apartment,"BTM Layout, Bengaluru",2.75790949062763,3.696142146956057,21,1285
944,2297,Galaxy Homes,12.920345900000001,77.61793940000001,Apartment,"BTM Layout, Bengaluru",1.9117744816425715,2.621108509047564,15,909
945,2298,Adarsh Nilaya Apartment,12.9157591,77.6016063,Apartment,"BTM Layout, Bengaluru",2.68617840570994,3.626126379874116,21,1241
946,2299,Surya Residency,12.9258177,77.60906,Apartment,"BTM Layout, Bengaluru",1.3290980021015688,2.256773452916308,15,912
947,2300,Lalitha Mahal,12.922311,77.6129892,Apartment,"BTM Layout, Bengaluru",1.6313708675004817,2.4748513690702554,17,1026
948,2302,Apartments madiwala,12.9213762,77.6141923,Apartment,"BTM Layout, Bengaluru",1.7363400599165941,2.548824213557996,17,1007
949,2303,Ashoka Flats Btm,12.926178199999999,77.60899520000001,Apartment,"BTM Layout, Bengaluru",1.2943680894824692,2.22435027818349,15,886
950,2304,Fern Alpha 3,12.9139954,77.61579609999998,Apartment,"BTM Layout, Bengaluru",2.5677514780649666,3.3393773971176817,20,1197
951,2305,Surya Enclave Apartment,12.919692999999999,77.60286740000001,Apartment,"BTM Layout, Bengaluru",2.238420196871022,3.181167790965208,21,1232
952,2306,Galaxy INLAND HOMES,12.918810699999998,77.6036456,Apartment,"BTM Layout, Bengaluru",2.2826973667949337,3.2217014342792845,22,1323
953,2307,SNR Apartment,12.9135164,77.60345749999999,Apartment,"BTM Layout, Bengaluru",2.8247444990596597,3.752103118960105,22,1308
954,2308,SRI MANJUNIVASA APARTMENT,12.918802000000001,77.61676,Apartment,"BTM Layout, Bengaluru",2.0521806567718213,2.798402623902403,17,1022
955,2309,Balaji Enclave,12.9149328,77.60987879999999,Apartment,"BTM Layout, Bengaluru",2.4815199338487735,3.3548273663891566,22,1306
956,2310,Casa India Bangalore,12.916719699999998,77.61827009999999,Apartment,"BTM Layout, Bengaluru",2.3118645494748464,3.0237348393089216,18,1069
957,2312,Pampa Residency,12.9106436,77.6059554,Apartment,"BTM Layout, Bengaluru",3.0387746939080063,3.9409045289214193,24,1436
958,2313,Near BTM signal,12.913439,77.6151849,Apartment,"BTM Layout, Bengaluru",2.6237735441717485,3.4073438071207285,21,1284
959,2314,Taheera Villa,12.913719500000001,77.6119974,Apartment,"BTM Layout, Bengaluru",2.5907561885553174,3.4302452607537797,21,1241
960,2315,11 Silver Spring apartment,12.9116704,77.6089139,Apartment,"BTM Layout, Bengaluru",2.8565522706984328,3.7323632601634658,23,1408
961,2317,BLR home,12.9109804,77.60440290000001,Apartment,"BTM Layout, Bengaluru",3.052576831482493,3.967440163009166,24,1426
962,2318,V G N Complex,12.9135201,77.6131875,Apartment,"BTM Layout, Bengaluru",2.60824672098868,3.427974465925421,21,1280
963,2319,Btm @,12.9254508,77.61396040000001,Apartment,"BTM Layout, Bengaluru",1.2825965604511298,2.110722052805958,15,897
964,2320,47,12.9246809,77.6131073,Apartment,"BTM Layout, Bengaluru",1.3675861450658278,2.2166001009296585,16,947
965,2321,A Block,12.912502400000001,77.6018331,Apartment,"BTM Layout, Bengaluru",2.998795597760256,3.931649624295313,23,1352
966,2322,Home,12.9152144,77.6012787,Apartment,"BTM Layout, Bengaluru",2.756352089743769,3.696334220195312,21,1267
967,2323,Sri Sai Krupa Appartments,12.919627499999999,77.6188817,Apartment,"BTM Layout, Bengaluru",2.016503212559,2.7006353831325267,16,978
968,2324,Kantha Residency,12.9179873,77.6143333,Apartment,"BTM Layout, Bengaluru",2.113474534197582,2.9177147866284403,19,1153
969,2325,Kainaat,12.913414999999999,77.61161340000001,Apartment,"BTM Layout, Bengaluru",2.6273929612089515,3.4720879615078095,22,1307
970,2326,No 35,12.9137478,77.6125113,Apartment,"BTM Layout, Bengaluru",2.584803394729495,3.416161282925372,21,1263
971,2327,kalyani mansion,12.923906800000001,77.6107601,Apartment,"BTM Layout, Bengaluru",1.4822782244121844,2.37707196765626,17,1009
972,2328,Jupiter Building,12.911605300000002,77.6134784,Apartment,"BTM Layout, Bengaluru",2.8209977211754644,3.6332016873899273,22,1329
973,2329,"Sree Benaka, 439, 24th Main, 1st Phase , 2nd Stage , BTM Layout",12.9153352,77.6135381,Apartment,"BTM Layout, Bengaluru",2.4062656449512185,3.222632172225738,20,1206
974,2330,Adhiis Home,12.923912,77.606296,Apartment,"BTM Layout, Bengaluru",1.6469846467299867,2.5870388083480944,18,1071
975,2331,Residency,12.9218294,77.6167255,Apartment,"BTM Layout, Bengaluru",1.720929805398092,2.4629204797798683,16,954
976,2332,Chira Corner,12.9140739,77.6099069,Apartment,"BTM Layout, Bengaluru",2.5754369953253153,3.4458402883349386,22,1313
977,2333,surya,12.909457000000002,77.61110959999999,Apartment,"BTM Layout, Bengaluru",3.0704542166639435,3.913874454660003,24,1433
978,2334,338 Apartment,12.909839999999999,77.61398220000001,Apartment,"BTM Layout, Bengaluru",3.017822163524508,3.8200296863136534,24,1432
979,2335,Sri Balaji Enclave,12.9242969,77.609806,Apartment,"BTM Layout, Bengaluru",1.4642907075021614,2.3755744284961695,16,978
980,2336,Pallavi Plaza,12.916032000000001,77.614209,Apartment,"BTM Layout, Bengaluru",2.330187376873923,3.1346713677953657,20,1211
981,2337,SV Apartments,12.9174939,77.6047303,Apartment,"BTM Layout, Bengaluru",2.36376794323917,3.2944952098376414,22,1310
982,2339,Hamd Residency BTM Layout,12.919234199999998,77.6080134,Apartment,"BTM Layout, Bengaluru",2.0590941844818285,2.9697601415350094,20,1192
983,2340,Vivek's Home,12.9208043,77.614172,Apartment,"BTM Layout, Bengaluru",1.799772473949972,2.611764195949362,17,1025
984,2341,Majestic Residency,12.923368400000001,77.6080718,Apartment,"BTM Layout, Bengaluru",1.6217420492578385,2.5482467033895486,18,1059
985,2342,%2316 Pearl Residence,12.918415099999999,77.602664,Apartment,"BTM Layout, Bengaluru",2.3723290216972597,3.313685586303158,21,1247
986,2343,%E0%B4%95%E0%B5%82%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%B5%E0%B5%8D,12.9204156,77.61437540000001,Apartment,"BTM Layout, Bengaluru",1.844010742666912,2.650497194564227,17,1046
987,2344,Building no.5,12.917223,77.6051149,Apartment,"BTM Layout, Bengaluru",2.375223616637653,3.302875620501922,22,1296
988,2345,Sri Venkateshwara Complex,12.916872300000001,77.6056703,Apartment,"BTM Layout, Bengaluru",2.3894063431991706,3.3122588242190596,22,1292
989,2346,Rajappa Buildings,12.923838,77.610714,Apartment,"BTM Layout, Bengaluru",1.4907677807632254,2.385993155265604,17,1015
990,2347,BANSHANKARI NILAYA,12.9211264,77.613651,Apartment,"BTM Layout, Bengaluru",1.7624201687789873,2.5873930277526513,17,1002
991,2349,"Alcove Service Apartments - BTM Layout, Bangalore",12.9175239,77.6123813,Apartment,"BTM Layout, Bengaluru",2.1660296923618585,3.0080314995701536,18,1103
992,2350,Rental Houses Available In BTM Layout,12.916551,77.604387,Apartment,"BTM Layout, Bengaluru",2.4747544941880886,3.4048561976727423,23,1383
993,2351,A,12.92094,77.61371700000001,Apartment,"BTM Layout, Bengaluru",1.7832432703484522,2.606262826852146,17,1012
994,2354,House no 64%2F1,12.9181755,77.61530079999999,Apartment,"BTM Layout, Bengaluru",2.0999302641601885,2.8825884952908614,18,1053
995,2355,"522, Vignesh, 10th cross, 6th main , mico layout, Stage 2, BTM Layout, Bengaluru",12.9123855,77.6050061,Apartment,"BTM Layout, Bengaluru",2.883636225288651,3.7980733874490404,24,1411
996,2356,Apartments,12.924131800000001,77.61324570000001,Apartment,"BTM Layout, Bengaluru",1.4282990448448227,2.271759542617369,17,996
997,2357,AB Residency,12.911632,77.6085428,Apartment,"BTM Layout, Bengaluru",2.8679573877849402,3.7478377713886433,24,1418
998,2358,Sunshine Apartments,12.9218385,77.6012293,Apartment,"BTM Layout, Bengaluru",2.142336750413795,3.086183069479664,19,1115
999,2359,PG,12.9155001,77.6103472,Apartment,"BTM Layout, Bengaluru",2.4116134534264098,3.280260585147013,21,1262
1000,2360,Srinivasa Nilaya,12.9116942,77.6047631,Apartment,"BTM Layout, Bengaluru",2.9648902517463678,3.8791617369442095,24,1414
1001,2361,Kalpavriksha Residency,12.9236891,77.6095921,Apartment,"BTM Layout, Bengaluru",1.5356310638925625,2.446818555723448,16,981
1002,2362,HelloWorld Lakeview Coliving,12.9104681,77.614171,Apartment,"BTM Layout, Bengaluru",2.9484576175056842,3.748161096675247,24,1429
1003,2366,Essar Plaza,12.9140618,77.6092249,Apartment,"BTM Layout, Bengaluru",2.588842136848203,3.467816874137143,22,1331
1004,2367,Obezod Service Apartment,12.9127889,77.6150803,Apartment,"BTM Layout, Bengaluru",2.6951197285319832,3.4804251588030155,22,1295
1005,2368,New apartment,12.9193089,77.6153029,Apartment,"BTM Layout, Bengaluru",1.9745316525955103,2.7574834096833976,17,1008
1006,2369,Wild Rose Apartments,12.91762,77.6050019,Apartment,"BTM Layout, Bengaluru",2.3392353791418454,3.268727504589079,22,1319
1007,2372,Sreepada Mansion,12.9193788,77.6206324,Apartment,"BTM Layout, Bengaluru",2.1054084022350903,2.7378009156726018,16,940
1008,2373,"Shravanthi Harmony,",12.9172209,77.6125985,Apartment,"BTM Layout, Bengaluru",2.198549171841461,3.0358661895205574,19,1113
1009,2374,LF-15,12.915218300000001,77.60171640000002,Apartment,"BTM Layout, Bengaluru",2.733566890771729,3.6722446296533753,21,1285
1010,2375,BTM Palace,12.9139558,77.618607,Apartment,"BTM Layout, Bengaluru",2.6197310707490304,3.330994097403716,19,1130
1011,2376,TrustedStay Service Apartment in BTM layout,12.917642599999999,77.6053338,Apartment,"BTM Layout, Bengaluru",2.3230512499838505,3.2505395692483128,22,1311
1012,2377,Prism Manor Apartments,12.917430099999999,77.60429509999999,Apartment,"BTM Layout, Bengaluru",2.3894867145634726,3.3224003339534365,22,1294
1013,2378,Pinaz Apartment,12.913683500000001,77.61218530000001,Apartment,"BTM Layout, Bengaluru",2.5935880953217083,3.4300471136784005,21,1239
1014,2379,"%23151 , Vijaya Nivasa",12.917520300000001,77.60139190000001,Apartment,"BTM Layout, Bengaluru",2.527870325195023,3.4708197160209466,20,1223
1015,2381,TrustedStay Service Apartment in BTM layout,12.919621800000002,77.6203377,Apartment,"BTM Layout, Bengaluru",2.0685980063700073,2.7083331552877135,16,949
1016,2382,Sidhi Vinayaka apartment,12.910755900000002,77.6049304,Apartment,"BTM Layout, Bengaluru",3.058464681114901,3.9689679638215543,24,1448
1017,2383,M.M Residency(Service Apartment in Bangalore),12.915725199999999,77.61869870000001,Apartment,"BTM Layout, Bengaluru",2.4301601807254207,3.1343021118452126,18,1076
1018,2384,Tavarekere Apartment,12.9278183,77.61005379999999,Apartment,"BTM Layout, Bengaluru",1.0830098665871364,2.0096656838947045,14,825
1019,2386,Vimarsha Residency I,12.9180223,77.61532940000001,Apartment,"BTM Layout, Bengaluru",2.1171833508177236,2.8991331127447415,20,1184
1020,2387,BDA Flats,12.9149642,77.6017765,Apartment,"BTM Layout, Bengaluru",2.7556055286142818,3.693621331332821,21,1288
1021,2388,Srivari Dwellings,12.9131076,77.6215792,Apartment,"BTM Layout, Bengaluru",2.7960523724394655,3.4415843203503726,20,1222
1022,2389,Om Sakthi Park View Apartment,12.910517500000001,77.6132066,Apartment,"BTM Layout, Bengaluru",2.942082236738568,3.7572212427442264,24,1442
