,Place_name,Latitude,Longitude,Category,Region
2918,Astro CLPD GR SUNSHINE Apartments in bangalore Sarjapur Road,12.9137198,77.71528990000002,Apartment,"Carmelaram, Bengaluru"
2919,Venkateshwara Nilaya M.Munireddy Layout,12.912269699999998,77.70097709999999,Apartment,"Carmelaram, Bengaluru"
2920,"Gasper K J, %23267, Kalathungal House",12.9110284,77.70110129999999,Apartment,"Carmelaram, Bengaluru"
2921,Tru Dwellings,12.9146856,77.70296390000001,Apartment,"Carmelaram, Bengaluru"
2922,Sai Vandana Brundavan,12.8976015,77.6953702,Apartment,"Carmelaram, Bengaluru"
2923,Sobha Royal Pavilion Building %2315,12.895524400000001,77.7032912,Apartment,"Carmelaram, Bengaluru"
2924,JRC BirdSong,12.914778300000002,77.6807851,Apartment,"Carmelaram, Bengaluru"
2925,Ramesh Building,12.9071089,77.6949028,Apartment,"Carmelaram, Bengaluru"
2926,"Godrej Park Retreat, Bangalore",12.8935254,77.70485459999999,Apartment,"Carmelaram, Bengaluru"
2927,Sattva Senorita,12.911694599999999,77.6817637,Apartment,"Carmelaram, Bengaluru"
2928,Silver Lakeview Apartments,12.909539599999999,77.69562459999999,Apartment,"Carmelaram, Bengaluru"
2929,Kumari Lotus Apartments,12.9034873,77.6844622,Apartment,"Carmelaram, Bengaluru"
2931,Raddy's Apartment,12.9039993,77.6883555,Apartment,"Carmelaram, Bengaluru"
2932,Abhee Lotus,12.906245,77.6903538,Apartment,"Carmelaram, Bengaluru"
2933,Samskruti Hoysala,12.913485699999999,77.698444,Apartment,"Carmelaram, Bengaluru"
2934,Surbacon Maple,12.9020881,77.6960942,Apartment,"Carmelaram, Bengaluru"
2935,Nimritha Kethana Eternal Accolade,12.9058297,77.6960925,Apartment,"Carmelaram, Bengaluru"
2936,Lakshmi Opel Apartment,12.9139647,77.6791578,Apartment,"Carmelaram, Bengaluru"
2937,Aratt Adora,12.9140888,77.7164066,Apartment,"Carmelaram, Bengaluru"
2938,Sobha Pavilion marketing office,12.8962084,77.7022997,Apartment,"Carmelaram, Bengaluru"
2939,Abhee Lake View Apartments,12.916961800000001,77.67778630000001,Apartment,"Carmelaram, Bengaluru"
2940,Sri Kanyaka Residency,12.8986431,77.7025062,Apartment,"Carmelaram, Bengaluru"
2941,"Block 2 Wing F, Suncity Arcadia Apartments CLPD",12.9153851,77.7164849,Apartment,"Carmelaram, Bengaluru"
2942,Mana Candela,12.8913117,77.7105964,Apartment,"Carmelaram, Bengaluru"
2943,Kumari Amaranthine - Apartments in Bellandur,12.9173397,77.69822009999999,Apartment,"Carmelaram, Bengaluru"
2944,Kan Homes %2311,12.903144099999999,77.6889791,Apartment,"Carmelaram, Bengaluru"
2945,VARS PARKWOOD,12.9157161,77.69092640000001,Apartment,"Carmelaram, Bengaluru"
2946,Sai Grand Apartment,12.910169999999999,77.680092,Apartment,"Carmelaram, Bengaluru"
2947,"29A, skandagiri",12.9101632,77.7045527,Apartment,"Carmelaram, Bengaluru"
2948,DSR White Waters,12.9177605,77.71740190000001,Apartment,"Carmelaram, Bengaluru"
2949,80 Trees,12.9176613,77.6979436,Apartment,"Carmelaram, Bengaluru"
2950,Vinayaka Apartments Reddy's,12.909852699999998,77.681821,Apartment,"Carmelaram, Bengaluru"
2951,Trifecta Joli,12.8920775,77.7096445,Apartment,"Carmelaram, Bengaluru"
2952,"House No 5, Behind AET College",12.913213,77.70166390000001,Apartment,"Carmelaram, Bengaluru"
2953,Lake Shore Homes,12.907882699999998,77.676002,Apartment,"Carmelaram, Bengaluru"
2954,Vizipa Optima,12.9051763,77.6914398,Apartment,"Carmelaram, Bengaluru"
2955,Celino Homes,12.9028061,77.68506550000001,Apartment,"Carmelaram, Bengaluru"
2957,DSR PARKWAY,12.915062599999999,77.7102339,Apartment,"Carmelaram, Bengaluru"
2958,The Grove,12.9050891,77.70139240000002,Apartment,"Carmelaram, Bengaluru"
2959,DSR Parkway Entry,12.912654,77.71027190000001,Apartment,"Carmelaram, Bengaluru"
2960,Ahad Euphoria Wing 5,12.8965031,77.70832359999999,Apartment,"Carmelaram, Bengaluru"
2961,Sunshine Signature Villas,12.907688199999999,77.7049476,Apartment,"Carmelaram, Bengaluru"
2962,CANSA PRIDE,12.9160034,77.6975652,Apartment,"Carmelaram, Bengaluru"
2963,Radiance by Janani Home Solutions,12.9153944,77.71706879999999,Apartment,"Carmelaram, Bengaluru"
2965,Mana Tropicale,12.8800875,77.69287159999999,Apartment,"Carmelaram, Bengaluru"
2966,Bhemanna apartment new building,12.8971373,77.70325340000001,Apartment,"Carmelaram, Bengaluru"
2967,"Site -14, Durga Nivaas, Misty valley ln",12.9130683,77.706556,Apartment,"Carmelaram, Bengaluru"
2968,SLV Paradise,12.8996755,77.702773,Apartment,"Carmelaram, Bengaluru"
2970,Muni Reddy Building,12.9113375,77.6975937,Apartment,"Carmelaram, Bengaluru"
2972,Sai Medicos,12.8928823,77.7079677,Apartment,"Carmelaram, Bengaluru"
2973,Y Block Greenwood Regency,12.915370800000002,77.6813495,Apartment,"Carmelaram, Bengaluru"
2974,Ramkissen Ramkissen,12.902385800000001,77.7045003,Apartment,"Carmelaram, Bengaluru"
2975,GR Sunshine,12.913766800000001,77.71469429999999,Apartment,"Carmelaram, Bengaluru"
2976,Sri Siva Sai Vue Grande Apartments,12.9238309,77.674399,Apartment,"Carmelaram, Bengaluru"
2977,Apurva Elite,12.906727900000002,77.6902,Apartment,"Carmelaram, Bengaluru"
2978,Sachu Nilaya Apartment,12.9029519,77.6769833,Apartment,"Carmelaram, Bengaluru"
2979,Sreepadmam Apartments,12.9158148,77.6987132,Apartment,"Carmelaram, Bengaluru"
2980,Sashank Advaith,12.8917044,77.68143909999999,Apartment,"Carmelaram, Bengaluru"
2981,"Rainbow Drive (RBD) Layout Entrance,Sarjapur Road",12.90955,77.6870398,Apartment,"Carmelaram, Bengaluru"
2982,Shriram Properties Sarjapur,12.903490099999999,77.70476479999999,Apartment,"Carmelaram, Bengaluru"
2983,Green Homes,12.8930942,77.71907879999999,Apartment,"Carmelaram, Bengaluru"
2984,AB apartment,12.9248194,77.71757990000002,Apartment,"Carmelaram, Bengaluru"
2985,Humaid's Apartment,12.911464800000001,77.6796769,Apartment,"Carmelaram, Bengaluru"
2986,"Indio Residency Apartment, 138%2F3",12.915720599999998,77.6974253,Apartment,"Carmelaram, Bengaluru"
2987,Astro Rosewood Regency,12.914729699999999,77.6801525,Apartment,"Carmelaram, Bengaluru"
2988,Vaishnavi Orchids,12.9074984,77.6796573,Apartment,"Carmelaram, Bengaluru"
2989,Vascon Pristina,12.905105,77.69583320000001,Apartment,"Carmelaram, Bengaluru"
2990,SMILE Inc. Sunny Burberry,12.909552099999999,77.6970194,Apartment,"Carmelaram, Bengaluru"
2991,UBER VERDANT,12.9070744,77.6999564,Apartment,"Carmelaram, Bengaluru"
2993,My rent House,12.9113602,77.6975448,Apartment,"Carmelaram, Bengaluru"
2994,Home,12.9065153,77.6805334,Apartment,"Carmelaram, Bengaluru"
2995,Concorde Amber,12.9102272,77.68593670000001,Apartment,"Carmelaram, Bengaluru"
2996,Oceanus Vista,12.9068576,77.6767892,Apartment,"Carmelaram, Bengaluru"
2998,Mana Foresta,12.9062726,77.7010658,Apartment,"Carmelaram, Bengaluru"
2999,Sri Sai Krupa-1,12.8917009,77.7195433,Apartment,"Carmelaram, Bengaluru"
3000,Classic Dew Dell,12.907422500000001,77.6897819,Apartment,"Carmelaram, Bengaluru"
3001,Dommasandra,12.893369900000001,77.72259190000001,Apartment,"Carmelaram, Bengaluru"
3002,Sri Myna Residency,12.898016900000002,77.6770887,Apartment,"Carmelaram, Bengaluru"
3004,Sri Lakshmi Narashima Nilayam,12.8918536,77.7194907,Apartment,"Carmelaram, Bengaluru"
3005,JR Greenwich,12.8948268,77.7094138,Apartment,"Carmelaram, Bengaluru"
3006,Terracourt Apartments,12.879634199999998,77.73999640000001,Apartment,"Carmelaram, Bengaluru"
3007,Gran Carmen,12.9018569,77.71176240000001,Apartment,"Carmelaram, Bengaluru"
3008,SJR PALAZZA CITY,12.9060076,77.6988167,Apartment,"Carmelaram, Bengaluru"
3009,Karthik house bangalore,12.8951926,77.7021506,Apartment,"Carmelaram, Bengaluru"
3010,Serenity Layout,12.9161421,77.6751275,Apartment,"Carmelaram, Bengaluru"
3011,Cauvery Apartments,12.9089255,77.6640291,Apartment,"Carmelaram, Bengaluru"
3012,Ahad Euphoria Wing 4,12.8962796,77.7082089,Apartment,"Carmelaram, Bengaluru"
3013,Trifecta Verdure,12.8938409,77.6942808,Apartment,"Carmelaram, Bengaluru"
3014,Land Mark Apartment,12.928329,77.671246,Apartment,"Carmelaram, Bengaluru"
3015,LENDEE SENTOSA,12.9156275,77.69138609999999,Apartment,"Carmelaram, Bengaluru"
3016,Mana Carnations Apartments,12.926140199999999,77.6717787,Apartment,"Carmelaram, Bengaluru"
3017,Mana Capitol,12.903297199999999,77.7041344,Apartment,"Carmelaram, Bengaluru"
3018,Saroj Dynasty,12.9156351,77.69172879999999,Apartment,"Carmelaram, Bengaluru"
3019,"Adithi Bliss, Gunjur",12.917740199999999,77.7269043,Apartment,"Carmelaram, Bengaluru"
3020,Home,12.9085556,77.67547900000001,Apartment,"Carmelaram, Bengaluru"
3021,Bangalore Home,12.858741,77.76496309999999,Apartment,"Carmelaram, Bengaluru"
3022,House,12.9106546,77.70383740000001,Apartment,"Carmelaram, Bengaluru"
3023,Veerabadhra Apartments,12.9349926,77.7049312,Apartment,"Carmelaram, Bengaluru"
3024,MAK Park View Apartments,12.9262462,77.6712504,Apartment,"Carmelaram, Bengaluru"
3025,Stanza Living Sofia House %7C PG in Sarjapur Road,12.899742800000002,77.7028599,Apartment,"Carmelaram, Bengaluru"
3027,Srinivasa Apartment,12.9281903,77.67240079999999,Apartment,"Carmelaram, Bengaluru"
3028,Li-12,12.906234699999999,77.70141120000001,Apartment,"Carmelaram, Bengaluru"
3029,CMRR Buildings(1BHK and 2BHK rental homes),12.840722099999999,77.7262765,Apartment,"Carmelaram, Bengaluru"
3031,Sri Sai Nivas Apartment,12.866260800000001,77.7666572,Apartment,"Carmelaram, Bengaluru"
3032,"Uber Verdant Phase 2,Tower-5",12.906770300000002,77.7010092,Apartment,"Carmelaram, Bengaluru"
3033,DS-MAX SHERWOOD,12.9216648,77.72290749999999,Apartment,"Carmelaram, Bengaluru"
3038,Flats for Rent in Koramangala,13.6127774,79.42686859999999,Apartment,"Carmelaram, Bengaluru"
3041,Assetz 63 Degree East,12.885291699999998,77.704312,Apartment,"Carmelaram, Bengaluru"
3042,Gayatri Farm Homes %26 Shopping Center,12.9042338,77.7039317,Apartment,"Carmelaram, Bengaluru"
3044,Kalpana Villa,12.903490099999999,77.70386359999999,Apartment,"Carmelaram, Bengaluru"
3045,Samaikyaa's Pride,12.92753,77.6731345,Apartment,"Carmelaram, Bengaluru"
3046,AJ Homes (SRI VENKATESHWARA KRUPE),12.908436,77.680654,Apartment,"Carmelaram, Bengaluru"
3047,Istay gents PG,12.9053874,77.70464240000001,Apartment,"Carmelaram, Bengaluru"
3048,Bhavanna Residency,12.929170800000001,77.6748204,Apartment,"Carmelaram, Bengaluru"
3049,Kesarisutha Brindhavanam,12.9062386,77.695563,Apartment,"Carmelaram, Bengaluru"
3050,Home Adarsh,12.9246268,77.6859241,Apartment,"Carmelaram, Bengaluru"
3051,The Gran Carmen Address,12.90064,77.711096,Apartment,"Carmelaram, Bengaluru"
3052,"Confident Leo, Block-1",12.9023103,77.7026618,Apartment,"Carmelaram, Bengaluru"
3053,Nimritha Infrastructure Private Limited,12.91248,77.681226,Apartment,"Carmelaram, Bengaluru"
3056,KNR PG for Gents (Home Like PG),12.9032006,77.7057131,Apartment,"Carmelaram, Bengaluru"
3057,Home,12.865805499999999,77.767364,Apartment,"Carmelaram, Bengaluru"
3058,Carmelaram Bus Station,12.8954588,77.70458470000001,Apartment,"Carmelaram, Bengaluru"
3059,Apartments,12.9486089,77.71214140000001,Apartment,"Carmelaram, Bengaluru"
3062,Ranka Palm Lakeside,12.915467800000002,77.7228022,Apartment,"Carmelaram, Bengaluru"
3064,Green Vista,12.907406,77.72294129999999,Apartment,"Carmelaram, Bengaluru"
3065,Holiday Apartments Bellandur,12.92793,77.6722055,Apartment,"Carmelaram, Bengaluru"
3066,Stanza Living Potsdam House,12.908205300000002,77.68536280000001,Apartment,"Carmelaram, Bengaluru"
3069,OUR LADY OF ROSARY CHURCH,12.909945800000001,77.7063132,Apartment,"Carmelaram, Bengaluru"
3070,Rga Tech Park,12.9012795,77.70479279999999,Apartment,"Carmelaram, Bengaluru"
3071,Godrej Park Retreat,12.8927076,77.70511929999999,Apartment,"Carmelaram, Bengaluru"
3072,CONFIDENT GROUP,12.8431919,77.78353670000001,Apartment,"Carmelaram, Bengaluru"
3073,Sowparnika Pragati,12.8836198,77.7876666,Apartment,"Carmelaram, Bengaluru"
3074,TrustedStay Service Apartments in Marathahalli,12.9389529,77.6961732,Apartment,"Carmelaram, Bengaluru"
3076,Brigade Laguna,13.0649806,77.609445,Apartment,"Carmelaram, Bengaluru"
3077,APARTMENTS,12.9182446,77.63571429999999,Apartment,"Carmelaram, Bengaluru"
3080,Sri durga PG for gents,12.8982375,77.70260970000001,Apartment,"Carmelaram, Bengaluru"
3081,Wipro SEZ,12.898636999999999,77.71301109999999,Apartment,"Carmelaram, Bengaluru"
3082,FasalTrade.com,12.9039839,77.7029845,Apartment,"Carmelaram, Bengaluru"
3083,RK NIVAS,12.9447296,77.6802225,Apartment,"Carmelaram, Bengaluru"
3085,Hamilton Homes by SJR Primecorp,12.8664632,77.6976735,Apartment,"Carmelaram, Bengaluru"
3086,Balaji service apartment,12.9348836,77.7024834,Apartment,"Carmelaram, Bengaluru"
3087,CoEvolve Northern Star,13.081206300000002,77.6250728,Apartment,"Carmelaram, Bengaluru"
3088,Flats and Flatmates,12.8883625,77.59155759999999,Apartment,"Carmelaram, Bengaluru"
3089,Maia Pelican Grove,13.0835804,77.60856700000001,Apartment,"Carmelaram, Bengaluru"
3090,Claret Nivas,12.906367800000002,77.7083195,Apartment,"Carmelaram, Bengaluru"
3092,"Sri Vinayaka Ring works (cement rings, fences)",12.907838,77.7056471,Apartment,"Carmelaram, Bengaluru"
3093,Independent House,12.9532236,77.578683,Apartment,"Carmelaram, Bengaluru"
3094,Brigade Orchards,13.237063000000001,77.72428000000001,Apartment,"Carmelaram, Bengaluru"
3097,SkandaAvani C99,12.9100439,77.7241535,Apartment,"Carmelaram, Bengaluru"
3098,First Glance saloon,12.9039837,77.70706700000001,Apartment,"Carmelaram, Bengaluru"
3099,Vijaya Jyothi Public School,12.903433900000001,77.70401690000001,Apartment,"Carmelaram, Bengaluru"
3101,Thomas Layout Hado Siddapura,12.899223300000001,77.70192420000001,Apartment,"Carmelaram, Bengaluru"
3102,Rental homes,12.8583103,77.78591920000001,Apartment,"Carmelaram, Bengaluru"
3103,Mana Projects Pvt. Ltd.,12.9394984,77.69466729999999,Apartment,"Carmelaram, Bengaluru"
3104,Janatha Colony,12.9087058,77.7008509,Apartment,"Carmelaram, Bengaluru"
3106,Mount Carmel Forane Church,12.9140114,77.7107181,Apartment,"Carmelaram, Bengaluru"
3107,"Godrej Woodland, Bangalore",12.8990405,77.8363907,Apartment,"Carmelaram, Bengaluru"
3109,White Escape - White Sky Villa,12.7889274,77.6619082,Apartment,"Carmelaram, Bengaluru"
3110,Caanva - Home Interior Designers Bangalore,12.9038507,77.7035583,Apartment,"Carmelaram, Bengaluru"
3113,New Fashion,12.915335800000001,77.71737879999999,Apartment,"Carmelaram, Bengaluru"
3114,Ahad Builders,12.9323617,77.61488270000001,Apartment,"Carmelaram, Bengaluru"
3115,Club Kachori,12.905125199999999,77.70456379999999,Apartment,"Carmelaram, Bengaluru"
3116,Malgudi Korner,12.9149582,77.7175781,Apartment,"Carmelaram, Bengaluru"
3117,House for rent,12.9342813,77.551113,Apartment,"Carmelaram, Bengaluru"
3118,Nimos bake house,12.9039839,77.7029845,Apartment,"Carmelaram, Bengaluru"
3119,Maia Pelican Grove Experience Center,13.0846273,77.6070215,Apartment,"Carmelaram, Bengaluru"
3120,CoEvolve Estates,12.939979199999998,77.6250593,Apartment,"Carmelaram, Bengaluru"
3122,Haider key maker,12.9039839,77.7029845,Apartment,"Carmelaram, Bengaluru"
3123,Fabricspa,12.908854,77.690152,Apartment,"Carmelaram, Bengaluru"
3124,Office,12.901592599999999,77.7039466,Office,"Carmelaram, Bengaluru"
3125,Marketing Office,12.9026286,77.70694499999999,Office,"Carmelaram, Bengaluru"
3126,Siemens Ltd.,12.900775300000001,77.7052638,Office,"Carmelaram, Bengaluru"
3127,Ramsons,12.9001201,77.70959859999999,Office,"Carmelaram, Bengaluru"
3128,Carmelram Sub Post Office,12.9074674,77.6954719,Office,"Carmelaram, Bengaluru"
3129,Sajpur,12.9020068,77.7025165,Office,"Carmelaram, Bengaluru"
3130,Center 150,12.908456300000001,77.7006565,Office,"Carmelaram, Bengaluru"
3131,Vaiyok Consultancy Services Pvt Ltd,12.903433900000001,77.70401690000001,Office,"Carmelaram, Bengaluru"
3132,ALTIMETRIK,12.9009352,77.7051194,Office,"Carmelaram, Bengaluru"
3133,Rga Tech Park,12.9012795,77.70479279999999,Office,"Carmelaram, Bengaluru"
3134,Sobha royal pavillion marketing office,12.899078999999999,77.7061408,Office,"Carmelaram, Bengaluru"
3135,Sanidhya Soft Tech,12.910320599999999,77.7035074,Office,"Carmelaram, Bengaluru"
3136,benaka softech,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3137,Dxc,12.9006469,77.70378559999999,Office,"Carmelaram, Bengaluru"
3138,Equinox,12.904154,77.70384200000001,Office,"Carmelaram, Bengaluru"
3139,Magnitude Software,12.9012024,77.7047129,Office,"Carmelaram, Bengaluru"
3140,Gunnam Infra Projects Pvt Ltd,12.9069925,77.7027285,Office,"Carmelaram, Bengaluru"
3141,2 RS WATER,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3142,SEIMENS HR,12.9016268,77.7059577,Office,"Carmelaram, Bengaluru"
3143,Malabar Multi State Agro Co-operative Society Limited,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3144,PayPal India Private Limited,12.9015407,77.7057198,Office,"Carmelaram, Bengaluru"
3145,Pramodhs Plot,12.9062421,77.7046603,Office,"Carmelaram, Bengaluru"
3146,SAI KEERTHI,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3147,Gigf,12.9043856,77.70684920000001,Office,"Carmelaram, Bengaluru"
3148,Clock Work,12.899701,77.7014081,Office,"Carmelaram, Bengaluru"
3149,L%26T Technology Services,12.900751099999999,77.70398929999999,Office,"Carmelaram, Bengaluru"
3150,RGA Tech Park Gate 5,12.9000625,77.7040269,Office,"Carmelaram, Bengaluru"
3151,Adarsh Developers Block Yard,12.9119281,77.7052547,Office,"Carmelaram, Bengaluru"
3153,Skill Grow,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3154,Samarkhand Group,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3155,ASIN,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3156,Unisys,12.9013796,77.7040565,Office,"Carmelaram, Bengaluru"
3157,Karmelaram railway station,12.907413900000002,77.70591759999999,Office,"Carmelaram, Bengaluru"
3158,LexAnalytico,12.9062805,77.7049071,Office,"Carmelaram, Bengaluru"
3159,My Office...,12.9049597,77.70450459999999,Office,"Carmelaram, Bengaluru"
3160,Excelligent Corporate Services Pvt. Ltd,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3161,Accenture BDC13A,12.902073699999999,77.70446020000001,Office,"Carmelaram, Bengaluru"
3162,Sobha Pavilion marketing office,12.8962084,77.7022997,Office,"Carmelaram, Bengaluru"
3163,UTC-Ecoenergy,12.9007985,77.7053021,Office,"Carmelaram, Bengaluru"
3164,Swadeshi Silk Mill,12.906476800000002,77.70057,Office,"Carmelaram, Bengaluru"
3165,AMR Tech park Accenture BDC13A,12.9025275,77.70476579999999,Office,"Carmelaram, Bengaluru"
3166,ADVOCATE OFFICE,12.9149383,77.6998888,Office,"Carmelaram, Bengaluru"
3167,Kepler Brooks,12.899247500000001,77.70317740000002,Office,"Carmelaram, Bengaluru"
3168,PIFUMS MANAGEMENT PRIVATE LIMITED,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3169,Gozlon HR Consultancy,12.9019188,77.70554449999999,Office,"Carmelaram, Bengaluru"
3171,Co Working space for working womens%2F Girls,12.9029597,77.70549270000001,Office,"Carmelaram, Bengaluru"
3172,S B Computer Center,12.903347300000002,77.70417320000001,Office,"Carmelaram, Bengaluru"
3173,Aryan infra builders,12.9131992,77.7085771,Office,"Carmelaram, Bengaluru"
3174,EVENBIT TECHNOLOGIES,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3175,Uber Verdant II Sales Office,12.9079625,77.70079559999999,Office,"Carmelaram, Bengaluru"
3176,SANGYAN COMPLIANCE,12.9035131,77.704002,Office,"Carmelaram, Bengaluru"
3177,Go-Getters,12.906152699999998,77.7065754,Office,"Carmelaram, Bengaluru"
3178,Kalbi niwas,12.911813800000001,77.70021640000002,Office,"Carmelaram, Bengaluru"
3180,"Confident Leo, Block-1",12.9023103,77.7026618,Office,"Carmelaram, Bengaluru"
3181,Trove Farms Global,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3182,Planet Homez,12.906925,77.7044178,Office,"Carmelaram, Bengaluru"
3183,Global Logistics Packers and Movers,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3184,North South Movers and Packers,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3185,Carmelaram Railway Station,12.907103,77.70597629999999,Office,"Carmelaram, Bengaluru"
3186,Jayrekha Medicals,12.9035375,77.70423290000001,Office,"Carmelaram, Bengaluru"
3187,Mahadev stationery arts and games,12.9048811,77.7045,Office,"Carmelaram, Bengaluru"
3188,Decathlon Sarjapura,12.900931,77.70723709999999,Office,"Carmelaram, Bengaluru"
3189,MARBLE ESTATE,12.9062317,77.7000949,Office,"Carmelaram, Bengaluru"
3190,TheMotorDrive,12.9024724,77.7067255,Office,"Carmelaram, Bengaluru"
3191,Uber Technology technologies,12.900519500000001,77.7052029,Office,"Carmelaram, Bengaluru"
3192,sunil Good Neighbors ( Sunil Raincoat),12.911459599999999,77.70115109999999,Office,"Carmelaram, Bengaluru"
3193,Clutch.AI,12.903347300000002,77.70417320000001,Office,"Carmelaram, Bengaluru"
3194,GRES D%26D Studios Office (Pavigres India),12.9038041,77.70267159999999,Office,"Carmelaram, Bengaluru"
3195,Digital Typist,12.900932199999998,77.7072462,Office,"Carmelaram, Bengaluru"
3196,Kalpana Villa,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3197,DSR PARKWAY,12.915062599999999,77.7102339,Office,"Carmelaram, Bengaluru"
3198,"RGA Techpark, Bengaluru",12.901335099999999,77.7050881,Office,"Carmelaram, Bengaluru"
3200,Accenture Technology services,12.902311300000001,77.7045282,Office,"Carmelaram, Bengaluru"
3201,Chowki Services Private Limited,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3202,Flying Colours Consultant,12.9026129,77.702896,Office,"Carmelaram, Bengaluru"
3203,Nirankar Interior Gallery,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3204,Wipro Safewash,12.8981794,77.7141515,Office,"Carmelaram, Bengaluru"
3206,STAD Interiors factory outlet(Pearl Wood),12.900932199999998,77.7072462,Office,"Carmelaram, Bengaluru"
3207,RB GROUP,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3208,Carmelaram Bus Station,12.8954588,77.70458470000001,Office,"Carmelaram, Bengaluru"
3209,SSVR SREENIVASAM,12.912786099999998,77.70240759999999,Office,"Carmelaram, Bengaluru"
3210,Depotstone,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3211,"Siemens, Sarjapura road",12.9009266,77.7054137,Office,"Carmelaram, Bengaluru"
3212,Lakshmi Lubricants,12.904092,77.701951,Office,"Carmelaram, Bengaluru"
3213,The Turf Stockyard,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3214,Punarjani organics,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3215,Open Financial Technologies Private Limited,12.9024765,77.70551359999999,Office,"Carmelaram, Bengaluru"
3216,Plan technologies,12.9040772,77.7029137,Office,"Carmelaram, Bengaluru"
3217,Padma shree Travels cab service,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3218,VRR Fortuna,12.9042849,77.702812,Office,"Carmelaram, Bengaluru"
3219,Mana Karmel,12.8952664,77.70647640000001,Office,"Carmelaram, Bengaluru"
3220,My fashion,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3222,Sub Post Office Sarjapura,12.8611075,77.7824607,Office,"Carmelaram, Bengaluru"
3223,"Wipro Tower S4, Kodathi",12.8971666,77.7126647,Office,"Carmelaram, Bengaluru"
3224,SHARMA FURNITURE (SAR),12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3225,Panathur Post Office,12.9353087,77.7054141,Office,"Carmelaram, Bengaluru"
3226,vaibhava Enterprisess,12.903453,77.704013,Office,"Carmelaram, Bengaluru"
3227,Avataar.Me,12.924468199999998,77.6831777,Office,"Carmelaram, Bengaluru"
3229,CPS DECOR,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3230,SLV Constructions,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3231,Carbon Nethaniah,12.905860800000001,77.7019268,Office,"Carmelaram, Bengaluru"
3232,JRC Palladio,12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3233,Synamedia India Private Limited,12.923648199999999,77.680554,Office,"Carmelaram, Bengaluru"
3234,Carmelaram,12.906152699999998,77.7065754,Office,"Carmelaram, Bengaluru"
3235,Redbird (India),12.9039839,77.7029845,Office,"Carmelaram, Bengaluru"
3236,DSR Eden Greens,12.9082724,77.7042985,Office,"Carmelaram, Bengaluru"
3237,Karmelaram,12.9073307,77.7058522,Office,"Carmelaram, Bengaluru"
3238,Krishna Transnational Marbles Pvt. Ltd.,12.9039789,77.70302790000001,Office,"Carmelaram, Bengaluru"
3239,CLPD Arcadia Marketing Office,12.9146272,77.7160906,Office,"Carmelaram, Bengaluru"
3240,The Grove,12.9050891,77.70139240000002,Office,"Carmelaram, Bengaluru"
3241,Society For Prevention Of Cancer,12.903490099999999,77.70386359999999,Office,"Carmelaram, Bengaluru"
3242,Goldman Sachs,12.9367649,77.6890139,Office,"Carmelaram, Bengaluru"
3243,Sunil air cantrol,12.9046873,77.7021709,Office,"Carmelaram, Bengaluru"
3244,pioniergardeniaa,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3245,Mahadev Fashion,12.906152699999998,77.7065753,Office,"Carmelaram, Bengaluru"
3246,Premji Invest,12.915524000000001,77.68589899999999,Office,"Carmelaram, Bengaluru"
3247,RMC Complex,12.8957829,77.72146,Office,"Carmelaram, Bengaluru"
3248,Shikha Mishra,12.9040462,77.70290779999999,Office,"Carmelaram, Bengaluru"
3250,JUST BAKE,12.9035156,77.70427480000001,Office,"Carmelaram, Bengaluru"
3251,IOC - Sree Kodandarama Service Station,12.908394,77.692413,Office,"Carmelaram, Bengaluru"
3252,Food Palace Super Market,12.908111199999999,77.7054942,Office,"Carmelaram, Bengaluru"
3253,Sobha Royal Pavilion,12.8986743,77.7045659,Office,"Carmelaram, Bengaluru"
3254,Kodathi gate,12.897044099999999,77.7196381,Office,"Carmelaram, Bengaluru"
