,level_0,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_voosh,distance_in_meters_from_voosh
964,1949,1949,Sri lakshmi cennakesava swamy pg for ladies,12.9201862,77.67798409999997,PG,"Bellandur, Bengaluru",7.605835442950019,1.0444409039307747,13,788
965,1950,1950,JAYALAKSHMI PG FOR GENTS,12.9289592,77.67837659999998,PG,"Bellandur, Bengaluru",7.768167133072017,1.9888092664032233,13,784
966,1951,1951,Swami Narendra PG for Gents In Bellandur,12.9262039,77.6761103,PG,"Bellandur, Bengaluru",7.47456103377972,1.7436438514894255,11,645
967,1952,1952,Royal PG for Gents,12.930079199999998,77.67642690000002,PG,"Bellandur, Bengaluru",7.5852262207729115,2.150367826188043,13,768
968,1953,1953,ARTOS Luxury A%2FC PG FOR GENTS,12.9260004,77.6712823,PG,"Bellandur, Bengaluru",6.9541290588330575,1.94650524621933,10,575
969,1954,1954,Sri Venkateshwara Luxury PG for Ladies,12.9259352,77.6691062,PG,"Bellandur, Bengaluru",6.720207074778386,2.077325470382212,10,625
970,1955,1955,Shri Sai Luxury Pg Bellandur,12.926863,77.6761287,PG,"Bellandur, Bengaluru",7.48794614217417,1.8130880443436974,11,674
971,1956,1956,Jayanthi PG For Ladies,12.9278814,77.6709118,PG,"Bellandur, Bengaluru",6.951016246656943,2.1458086314749134,11,675
972,1957,1957,Navadeep Pg For gents,12.9269584,77.6714068,PG,"Bellandur, Bengaluru",6.985153929523877,2.0301560110038555,11,656
973,1958,1958,Laxmi Narasimha PG for Men,12.9278732,77.6867459,PG,"Bellandur, Bengaluru",8.642031285159767,1.95196244792527,13,755
974,1959,1959,Venkata sai pg for gents,12.9270951,77.67593570000003,PG,"Bellandur, Bengaluru",7.471498821053084,1.8438767341916784,12,693
975,1960,1960,New Swamy Narendra PG for Gents,12.9286534,77.6771217,PG,"Bellandur, Bengaluru",7.628229690826484,1.9791726488303905,12,742
976,1961,1961,Kethan pg for gents,12.9296005,77.67752490000002,PG,"Bellandur, Bengaluru",7.691117747533886,2.0739789643809425,13,789
977,1962,1962,Balaji PG for Ladies,12.9272155,77.6773686,PG,"Bellandur, Bengaluru",7.626891005657497,1.817245847605715,12,701
978,1963,1963,Sri Venkata Sai pg for gents new pg,12.9280394,77.6746037,PG,"Bellandur, Bengaluru",7.347460444675931,1.98967311357683,13,762
979,1964,1964,Narendra Pg,12.9270863,77.676987,PG,"Bellandur, Bengaluru",7.5837515029014195,1.8125800480133327,12,692
980,1965,1965,LNS PG 2 For Men,12.927561099999998,77.68917590000002,PG,"Bellandur, Bengaluru",8.897359534793283,2.0206454263128926,13,799
981,1966,1966,Sri Venkateshwara Lifestyle Pg For Gents,12.9279862,77.6755284,PG,"Bellandur, Bengaluru",7.444979391489998,1.951618485587609,12,729
982,1967,1967,Sri Manjunath PG,12.926357,77.6779659,PG,"Bellandur, Bengaluru",7.675942612281865,1.710683178904694,14,821
983,1968,1968,Varsha Ladies Pg,12.927326400000002,77.6770322,PG,"Bellandur, Bengaluru",7.592947176136321,1.837386675076649,12,707
984,1969,1969,Shri Rama Luxury New PG For Gents,12.9288326,77.6766242,PG,"Bellandur, Bengaluru",7.57894658699472,2.0105595371452147,12,728
985,1970,1970,SLV PG FOR GENTS,12.9269195,77.6874592,PG,"Bellandur, Bengaluru",8.703095506853353,1.8794683965317487,14,838
986,1971,1971,Venkateswara Paradise pg for Ladies,12.9278286,77.6875223,PG,"Bellandur, Bengaluru",8.724460635014676,1.9759934155008483,13,758
987,1972,1972,Sssg Pg For Gents,12.9306063,77.6849823,PG,"Bellandur, Bengaluru",8.505709808161388,2.196034346780056,11,681
988,1973,1973,Guru Lohitha Pg for gents,12.9281389,77.677031,PG,"Bellandur, Bengaluru",7.608254942555857,1.9254225923703352,12,726
989,1974,1974,Sri Rama PG for Men,12.9300509,77.6764152,PG,"Bellandur, Bengaluru",7.583338850367404,2.1475943556684354,13,768
990,1975,1975,Oxygen PG For Ladies,12.9253331,77.66961090000002,PG,"Bellandur, Bengaluru",6.763636508288676,1.9908871573443139,8,507
991,1976,1976,SNS LuxuryPG For Gents,12.9273616,77.67602559999997,PG,"Bellandur, Bengaluru",7.486029857081664,1.8694035058684948,12,693
992,1977,1977,Nissi PG Bellandur,12.9253864,77.67718070000002,PG,"Bellandur, Bengaluru",7.5762735685382125,1.6241607102247273,16,931
993,1978,1978,RVR Pg For Gents,12.9276453,77.6893358,PG,"Bellandur, Bengaluru",8.915857531207772,2.0367220595005517,13,797
994,1979,1979,Colive Alpha,12.9260398,77.6702214,PG,"Bellandur, Bengaluru",6.841349601275236,2.0143421868542806,9,552
995,1980,1980,Vishnu Pg For Ladies,12.9281734,77.6709122,PG,"Bellandur, Bengaluru",6.957275732092812,2.1738303299459147,12,691
996,1981,1981,SRI SAI FRIENDS MENS PG,12.9246927,77.672937,PG,"Bellandur, Bengaluru",7.110132694405181,1.7289329884146356,9,541
997,1982,1982,Sri Ganesh PG Ladies,12.9296005,77.6855561,PG,"Bellandur, Bengaluru",8.546352886322344,2.1004328999454143,12,734
998,1983,1983,Sri Ravindra Gents Pg,12.9279352,77.687578,PG,"Bellandur, Bengaluru",8.73221393741228,1.98922600385671,13,759
999,1984,1984,shanivi ladies pg,12.9299414,77.6775003,PG,"Bellandur, Bengaluru",7.696019432897256,2.111753370699221,13,796
1000,1985,1985,PVR PG for Gents,12.9265333,77.6886858,PG,"Bellandur, Bengaluru",8.828995252661061,1.8946504887156197,14,836
1001,1986,1986,Chandra PG for Ladies,12.9239605,77.6740709,PG,"Bellandur, Bengaluru",7.2215505703154195,1.598113745885436,11,646
1002,1987,1987,Thirupathi Narendra PG for Ladies,12.9279033,77.6776455,PG,"Bellandur, Bengaluru",7.669270327596486,1.8860893311498983,12,719
1003,1988,1988,Shiva Mallikarjuna PG for Gents,12.9311507,77.6847925,PG,"Bellandur, Bengaluru",8.497266160609913,2.2515030740049227,12,698
1004,1989,1989,SNS Balaji PG,12.927353,77.67273409999999,PG,"Bellandur, Bengaluru",7.134458880658412,1.9999220845097916,11,647
1005,1990,1990,GOODWILL PG FOR LADIES,12.9253562,77.6772112,PG,"Bellandur, Bengaluru",7.5790889330762985,1.6200800024771205,16,930
1006,1991,1991,Om Sai Ram Mens pg,12.9296552,77.6775198,PG,"Bellandur, Bengaluru",7.691769334696697,2.080061961211036,13,797
1007,1992,1992,Swami Narendra Thirupathi PG for GENTS.,12.9279748,77.67750670000002,PG,"Bellandur, Bengaluru",7.6558242478963905,1.8968019682526596,12,743
1008,1993,1993,SAI LAKSHMI LUXURY P.G FOR LADIES,12.9274252,77.6769422,PG,"Bellandur, Bengaluru",7.585150832234693,1.8503447401355442,12,703
1009,1994,1994,Sri venkateshwara pg for ladies,12.939249900000002,77.6970306,PG,"Bellandur, Bengaluru",9.994599287961368,3.567669729605083,16,956
1010,1995,1995,haveli pg mens,12.9304278,77.678404,PG,"Bellandur, Bengaluru",7.8028898580213975,2.1502284926105526,14,820
1011,1996,1996,Sri Lakshmi Narasimha Swamy PG For Men,12.9272866,77.67617390000002,PG,"Bellandur, Bengaluru",7.500481033862027,1.856863813630089,11,688
1012,1997,1997,Amaravathi PG for Ladies,12.9239331,77.6740323,PG,"Bellandur, Bengaluru",7.2170277859219825,1.5973808735240627,11,646
1013,1998,1998,Paradise Studio Rooms for Gents,12.931054,77.6831078,PG,"Bellandur, Bengaluru",8.316199080846014,2.2143314834945773,13,762
1014,1999,1999,SRI VAISHNAVI LADIES PG,12.9271174,77.677374,PG,"Bellandur, Bengaluru",7.625701146935144,1.8064657726787154,12,701
1015,2000,2000,Chandana new exclusive pg,12.926036300000002,77.6761585,PG,"Bellandur, Bengaluru",7.476935615031653,1.7242996887734838,11,635
1016,2001,2001,Sree Ganesh Balaji pg,12.9271203,77.67018990000003,PG,"Bellandur, Bengaluru",6.858518364059926,2.115445197130254,10,575
1017,2002,2002,cozy Pg Ladies bellandur main road,12.9247639,77.6758296,PG,"Bellandur, Bengaluru",7.421902113795696,1.6019809520127373,11,678
1018,2003,2003,Vasavi PG for Gents,12.9307549,77.67570490000001,PG,"Bellandur, Bengaluru",7.5246323498114975,2.2421554638390706,13,793
1019,2004,2004,Pg,12.9315705,77.6833594,PG,"Bellandur, Bengaluru",8.354584128869229,2.2744145527791755,12,748
1020,2005,2005,Haveli PG for men,12.9260387,77.67044609999998,PG,"Bellandur, Bengaluru",6.865360360912091,2.0002758778053,9,551
1021,2006,2006,Lakshmi Balaji Pg For Gents,12.9290751,77.67659470000002,PG,"Bellandur, Bengaluru",7.580909959252955,2.037528054707987,12,739
1022,2007,2007,Sathyanaraya Gents PG,12.9280133,77.67640859999999,PG,"Bellandur, Bengaluru",7.539395385579235,1.9279324074644348,12,702
1023,2008,2008,Sri Durga Luxury Gents Pg,12.9290591,77.6767546,PG,"Bellandur, Bengaluru",7.59758218229807,2.0318444412878827,12,744
1024,2009,2009,Tranquil homes,12.9268674,77.6771376,PG,"Bellandur, Bengaluru",7.595967683749567,1.7850902644941498,12,698
1025,2010,2010,SWASTIK LUXURY ACCOMMODATION,12.926619300000002,77.670384,PG,"Bellandur, Bengaluru",6.869466369221879,2.057416101957639,9,566
1026,2011,2011,SNS Gents PG,12.9260886,77.67226529999998,PG,"Bellandur, Bengaluru",7.060871400649792,1.8997682029186407,11,631
1027,2012,2012,Bhavika Pg,12.9154244,77.6906093,PG,"Bellandur, Bengaluru",8.96056431800358,1.144634801622177,12,705
1028,2013,2013,Sri Nivas Luxury Paying Guest,12.9247051,77.67305959999999,PG,"Bellandur, Bengaluru",7.123484298292851,1.7234892686948726,9,543
1029,2014,2014,Raghavendra studio rooms,12.9315868,77.68342679999998,PG,"Bellandur, Bengaluru",8.362105443063907,2.277062871153802,12,747
1030,2015,2015,New Ongole PG,12.9271487,77.6892787,PG,"Bellandur, Bengaluru",8.901916332019638,1.9846300118381506,13,806
1031,2016,2016,Ram sri pg,12.9219991,77.67617990000002,PG,"Bellandur, Bengaluru",7.425888016951772,1.3023971343963725,12,693
1032,2017,2017,SSLN Gents-Pg,12.9248766,77.6956031,PG,"Bellandur, Bengaluru",9.551969617133562,2.1945113590771084,12,744
1033,2020,2020,NEW SHRI SAINATHA PG FOR GENTS,12.915529800000002,77.6982968,PG,"Bellandur, Bengaluru",9.793649344683427,1.9388189527333757,9,534
1034,2021,2021,LOCL Colive %26 Work,12.9244754,77.674401,PG,"Bellandur, Bengaluru",7.264220283236729,1.6330846887046555,12,715
1035,2022,2022,Kings n Queens Colive PG,12.9088259,77.68466490000002,PG,"Bellandur, Bengaluru",8.35479699949486,0.4841208161301524,6,341
1036,2023,2023,KNR PG for Gents (Home Like PG),12.9032006,77.7057131,PG,"Bellandur, Bengaluru",10.693345457324316,2.8287672260748935,8,488
1037,2674,2674,Mamtha Elite Apartments,12.9101884,77.7036128,Apartment,"Carmelaram, Bengaluru",10.390179475796376,2.458561712229014,9,551
1038,2675,2675,Sri Sai Nilayam Apartment Carmelaram,12.9003773,77.7004752,Apartment,"Carmelaram, Bengaluru",10.180068219904621,2.4368166643549762,10,588
1039,2676,2676,Suncity Gloria Apartments,12.9022131,77.7068069,Apartment,"Carmelaram, Bengaluru",10.825920523412712,2.9767258077287813,9,537
1040,2677,2677,Unnamed apartment,12.9111274,77.7046048,Apartment,"Carmelaram, Bengaluru",10.491506586472676,2.5632702839673374,10,605
1041,2678,2678,Naishai apartment,12.9068793,77.70415030000002,Apartment,"Carmelaram, Bengaluru",10.477762369597514,2.5605588393102727,9,547
1042,2679,2679,Sri Balaji Monarch,12.9046639,77.7053691,Apartment,"Carmelaram, Bengaluru",10.635780278905266,2.7456047222794284,9,515
1043,2680,2680,Mulberry Woods,12.9056984,77.7047834,Apartment,"Carmelaram, Bengaluru",10.559580377958104,2.655393807917095,8,503
1044,2681,2681,Hilife Sunnyside Apartment,12.8958077,77.7014564,Apartment,"Carmelaram, Bengaluru",10.383107935389615,2.808269967950433,10,628
1045,2682,2682,VRR Fortuna,12.9042849,77.702812,Apartment,"Carmelaram, Bengaluru",10.365892398175948,2.492374711650102,7,396
1046,2683,2683,Sohum II Apartment Complex,12.8960946,77.70164749999998,Apartment,"Carmelaram, Bengaluru",10.396469597399843,2.805406786138406,11,637
1047,2684,2684,Sobha Royal Pavilion,12.8986743,77.7045659,Apartment,"Carmelaram, Bengaluru",10.64991588401589,2.916260512131277,9,554
1048,2685,2685,Chethana Meadows,12.8995888,77.7033235,Apartment,"Carmelaram, Bengaluru",10.499301578150964,2.749437536397211,9,539
1049,2686,2686,Mana Karmel,12.8952664,77.70647640000001,Apartment,"Carmelaram, Bengaluru",10.927490280600292,3.287986046506436,13,797
1050,2687,2687,S V Symphony Apartments,12.9096288,77.70178299999998,Apartment,"Carmelaram, Bengaluru",10.196434172147905,2.264597281144768,8,498
1051,2688,2688,Ahad Meadows,12.8964837,77.7063239,Apartment,"Carmelaram, Bengaluru",10.883452031334416,3.202623419334943,11,672
1052,2689,2689,DSR Eden Greens,12.9082724,77.7042985,Apartment,"Carmelaram, Bengaluru",10.479808840482255,2.551635313684715,10,621
1053,2690,2690,Chethana Maple,12.8990586,77.7030812,Apartment,"Carmelaram, Bengaluru",10.483914610731864,2.754840810620474,9,551
1054,2691,2691,Ambiance Orion,12.8994674,77.70369290000002,Apartment,"Carmelaram, Bengaluru",10.541083382016566,2.7911185005176433,9,539
1055,2692,2692,Sai Sahas apartments,12.9033616,77.70514250000002,Apartment,"Carmelaram, Bengaluru",10.629665136589956,2.764435887838482,7,447
1056,2693,2693,JSK Nivaas Apartment,12.8986552,77.70239079999998,Apartment,"Carmelaram, Bengaluru",10.4185585798435,2.7128370639032546,10,614
1057,2694,2694,Brigade Parkside East,12.9020374,77.7020217,Apartment,"Carmelaram, Bengaluru",10.315737595743046,2.502616818219818,8,468
1058,2695,2695,Mulberry Woods,12.9060773,77.70335990000002,Apartment,"Carmelaram, Bengaluru",10.401646338536263,2.4955435060812037,10,572
1059,2696,2696,Clarion Homes,12.9121066,77.70086500000002,Apartment,"Carmelaram, Bengaluru",10.08141360739052,2.159992270355099,9,548
1060,2697,2697,Inspira Builders,12.905814,77.70534479999998,Apartment,"Carmelaram, Bengaluru",10.618679691792236,2.7117151388641436,8,486
1061,2698,2698,Sai Krupa,12.9067109,77.70342140000002,Apartment,"Carmelaram, Bengaluru",10.400994357066416,2.4867735890452285,9,551
1062,2699,2699,Sai Balaji Elite,12.9131624,77.7025177,Apartment,"Carmelaram, Bengaluru",10.256009415952633,2.346661833413361,10,597
1063,2700,2700,Sufyan,12.9108802,77.71223590000002,Apartment,"Carmelaram, Bengaluru",11.318911151733586,3.3905733537769644,13,770
1064,2701,2701,Msr Lotuss Apartment,12.9098105,77.67973719999998,Apartment,"Carmelaram, Bengaluru",7.812866016021464,0.2075573960676847,2,104
1065,2702,2702,Future plaza,12.8979572,77.70279079999997,Apartment,"Carmelaram, Bengaluru",10.475800817983487,2.7903884835935817,10,574
1066,2703,2703,SGR Lavilla,12.907618800000002,77.69820240000001,Apartment,"Carmelaram, Bengaluru",9.828169806949754,1.912461146533003,6,372
1067,2704,2704,Ahad Opus,12.8987425,77.7090776,Apartment,"Carmelaram, Bengaluru",11.129847056834999,3.3504279073302814,13,781
1068,2705,2705,Zion House,12.9075582,77.7044947,Apartment,"Carmelaram, Bengaluru",10.50785063978156,2.584149283144765,9,565
1069,2706,2706,Carbon Nethaniah,12.9058608,77.7019268,Apartment,"Carmelaram, Bengaluru",10.24985535348242,2.3506973699213205,7,431
1070,2707,2707,Shobha homes,12.9073668,77.70536379999999,Apartment,"Carmelaram, Bengaluru",10.603589182312744,2.68053912808597,9,534
1071,2708,2708,B M. Greenwoods,12.9054941,77.7018628,Apartment,"Carmelaram, Bengaluru",10.247556871792323,2.354748363313151,7,409
1072,2709,2709,SHALOM Apartments,12.9098442,77.6861739,Apartment,"Carmelaram, Bengaluru",8.507663438757607,0.5868535767288768,4,212
1073,2710,2710,Big Banyan Roots,12.9052333,77.705159,Apartment,"Carmelaram, Bengaluru",10.605795530612353,2.707322612291571,8,507
1074,2711,2711,Sun city,12.9042549,77.7070571,Apartment,"Carmelaram, Bengaluru",10.822878418595508,2.9340675523586506,11,643
1075,2712,2712,"Confident Leo, Block 2",12.9037679,77.70306409999998,Apartment,"Carmelaram, Bengaluru",10.400398572272119,2.5366339557363817,8,471
1076,2713,2713,Ann residency,12.9133872,77.70193499999998,Apartment,"Carmelaram, Bengaluru",10.192126037749578,2.2862344831317754,10,577
1077,2714,2714,Home,12.9045496,77.7027405,Apartment,"Carmelaram, Bengaluru",10.354524821848543,2.475992381209483,7,393
1078,2715,2715,Land Capital Primero,12.9049425,77.70525620000002,Apartment,"Carmelaram, Bengaluru",10.61997909351162,2.7256755651997606,9,515
1079,2716,2716,MAARQ ALPHA,12.9143455,77.7024496,Apartment,"Carmelaram, Bengaluru",10.245337161631342,2.354906042506141,10,628
1080,2717,2717,PNR HOMES,12.907652699999998,77.69716149999998,Apartment,"Carmelaram, Bengaluru",9.715509754748204,1.8015044109215148,6,352
1081,2718,2718,Ashoka Residency,12.9075138,77.6980691,Apartment,"Carmelaram, Bengaluru",9.814911816336739,1.9008603385989353,6,370
1082,2719,2719,Keerthi Regalia,12.9101459,77.6845514,Apartment,"Carmelaram, Bengaluru",8.32968865496,0.4086787046976729,4,239
1083,2720,2720,Tejaswini,12.8994728,77.7023651,Apartment,"Carmelaram, Bengaluru",10.399310918638452,2.664607804097458,9,533
1084,2721,2721,"Suncity Gloria Apartment, PICK UP Point, below Carmelaram Bridge, Sarjapur Road, Opposite to Decathlon",12.9045277,77.7066176,Apartment,"Carmelaram, Bengaluru",10.771941554159,2.880140914283279,11,633
1085,2722,2722,Affinity Blossom,12.8972026,77.7015148,Apartment,"Carmelaram, Bengaluru",10.356770977172529,2.7213750974520456,11,638
1086,2723,2723,Yashoda Enclave,12.9059634,77.7044527,Apartment,"Carmelaram, Bengaluru",10.520765802004561,2.6137595784082603,9,518
1087,2724,2724,Rumpi's home,12.9123223,77.70127740000002,Apartment,"Carmelaram, Bengaluru",10.125055235413198,2.2058115139905,9,541
1088,2725,2725,Ekdantha Enclave,12.9066548,77.70371109999998,Apartment,"Carmelaram, Bengaluru",10.432860500142887,2.518785491662675,9,539
1089,2726,2726,Chandu Kiran,12.9001814,77.7131563,Apartment,"Carmelaram, Bengaluru",11.539945803529172,3.7008411603959246,10,576
1090,2727,2727,TKN URBAN NEST HOME,12.9002393,77.700409,Apartment,"Carmelaram, Bengaluru",10.17564091220767,2.4382597739048038,10,593
1091,2728,2728,Aster,12.8995971,77.70207740000002,Apartment,"Carmelaram, Bengaluru",10.36617341012692,2.630659737795887,9,540
1092,2729,2729,NCN SRIVARI,12.897626400000002,77.70081359999998,Apartment,"Carmelaram, Bengaluru",10.272846678610435,2.6320953647013,11,666
1093,2730,2730,Ramesh Building,12.8978951,77.7020696,Apartment,"Carmelaram, Bengaluru",10.400437146156685,2.728157078597532,10,612
1094,2731,2731,Benchmark Serenity Apartment,12.9149511,77.7020646,Apartment,"Carmelaram, Bengaluru",10.202579744965753,2.3246010785373366,12,728
1095,2732,2732,Nikhar Aventino - Apartments near Ecoworld Tech Park Doddakannelli Bellandur,12.9156027,77.6980774,Apartment,"Carmelaram, Bengaluru",9.76982518042978,1.9178047957729951,9,547
1096,2733,2733,Om Vyas Home,12.9061014,77.7036103,Apartment,"Carmelaram, Bengaluru",10.428346570074561,2.521349844357229,9,547
1097,2734,2734,Chand Alone,12.8986979,77.7023906,Apartment,"Carmelaram, Bengaluru",10.417656234553668,2.7103700560455097,10,615
1098,2735,2735,Kumari Nivas Apartments,12.9110919,77.6809627,Apartment,"Carmelaram, Bengaluru",7.933991210068381,0.017698694851197114,1,3
1099,2736,2736,Sukhi Grihokon,12.8970451,77.7023443,Apartment,"Carmelaram, Bengaluru",10.448364176175392,2.8052960078811298,10,602
1100,2737,2737,DSR Woodwinds,12.9105229,77.68753520000001,Apartment,"Carmelaram, Bengaluru",8.649031210720231,0.7177457920184749,4,217
1101,2738,2738,Indonest Apartment,12.9155021,77.6981379,Apartment,"Carmelaram, Bengaluru",9.776446851111455,1.9213681828995317,9,551
1102,2739,2739,Anil Patnaik Home,12.9052643,77.707124,Apartment,"Carmelaram, Bengaluru",10.817041166231304,2.9133776212161395,12,699
1103,2740,2740,Vasant Vihar %23 6 Ballapa garden B Street ShivajiNagar Swamy Sivanandapuram Bangalore,12.907191,77.7019594,Apartment,"Carmelaram, Bengaluru",10.238059251639433,2.3208621306476576,10,589
1104,2741,2741,Hi Life RIO,12.8957788,77.70216740000002,Apartment,"Carmelaram, Bengaluru",10.459044666591115,2.8715580683430098,11,652
1105,2742,2742,Mana Candala,12.9022028,77.70624190000002,Apartment,"Carmelaram, Bengaluru",10.765471762084422,2.9195510395773234,9,560
1106,2743,2743,Kumari Brundavan Apartments,12.9046564,77.6838275,Apartment,"Carmelaram, Bengaluru",8.322364259112684,0.796624468034089,7,446
1107,2744,2744,Manjunatha Nilaya,12.9072739,77.7052793,Apartment,"Carmelaram, Bengaluru",10.595416651759958,2.6731906373933487,9,527
1108,2745,2745,Concorde Amber,12.895562599999998,77.7016502,Apartment,"Carmelaram, Bengaluru",10.409548788636755,2.8415702162822924,11,630
1109,2746,2746,Tkn urban nest,12.8992043,77.70156170000001,Apartment,"Carmelaram, Bengaluru",10.31900531638838,2.6043583536970436,9,569
1110,2747,2747,Ahad Euphoria Wing 6,12.8967263,77.7084157,Apartment,"Carmelaram, Bengaluru",11.100434977422996,3.3863173198154315,16,938
1111,2748,2748,Marketing Office,12.9026286,77.70694499999998,Apartment,"Carmelaram, Bengaluru",10.834269587185139,2.9756109245337266,9,556
1112,2749,2749,Venkatesh P,12.896747,77.70335440000002,Apartment,"Carmelaram, Bengaluru",10.562296785981367,2.9146387515340413,10,622
1113,2750,2750,Mannat Apartment(Loving Place),12.9125009,77.7001654,Apartment,"Carmelaram, Bengaluru",10.003830273192792,2.086703027260902,8,495
1114,2751,2751,SLV Grand Apartments Owners Association,12.9006799,77.69967220000002,Apartment,"Carmelaram, Bengaluru",10.088571214666459,2.344597200543198,11,630
1115,2752,2752,TRU WINDCHIMES,12.9143489,77.70217840000002,Apartment,"Carmelaram, Bengaluru",10.2159419061273,2.325887953961569,10,620
1116,2753,2753,Atco Projects Pvt Ltd,12.9125518,77.68076740000002,Apartment,"Carmelaram, Bengaluru",7.903212330979879,0.14607870992907823,1,69
1117,2754,2754,"SJ Residency, Hadosiddapura, Carmelram, Sarjapura Road.",12.897740400000002,77.7021573,Apartment,"Carmelaram, Bengaluru",10.413113833635991,2.7455110013094735,10,616
1118,2755,2755,AdaitaMadhusmitaNivas,12.9050093,77.7066648,Apartment,"Carmelaram, Bengaluru",10.770778270385996,2.871668529378833,11,653
1119,2756,2756,Mana Jardin,12.9074112,77.6899151,Apartment,"Carmelaram, Bengaluru",8.936918504516447,1.0608279716667541,5,311
1120,2757,2757,"Wing 9 (LILLY), Ahad Euphoria",12.897212,77.70754709999999,Apartment,"Carmelaram, Bengaluru",10.997663811802436,3.2778102472971917,16,931
1121,2758,2758,Anuradha Nilaya,12.915016,77.70358540000002,Apartment,"Carmelaram, Bengaluru",10.367311939108303,2.488202402492103,11,676
1122,2759,2759,Arcadia Apartments,12.9147423,77.7164144,Apartment,"Carmelaram, Bengaluru",11.758010854109889,3.862734009351796,14,855
1123,2760,2760,Sanki sarjapur house(kaveri),12.9101375,77.7049407,Apartment,"Carmelaram, Bengaluru",10.534174585910803,2.602591108404166,10,603
1124,2761,2761,Om Shakti Nilayam,12.9105826,77.70132509999998,Apartment,"Carmelaram, Bengaluru",10.140003175411767,2.209019838151671,8,505
1125,2762,2762,BM Lotus Apartments,12.912483300000002,77.6983438,Apartment,"Carmelaram, Bengaluru",9.806636315468214,1.8896130003058402,7,441
1126,2763,2763,Polaris Apartment,12.9066204,77.68978940000002,Apartment,"Carmelaram, Bengaluru",8.933275910017827,1.08715359577374,6,341
1127,2764,2764,Mantri Premero (Landowner Share),12.9058554,77.6934248,Apartment,"Carmelaram, Bengaluru",9.334645004200821,1.4786958885637846,8,463
1128,2765,2765,Interior design,12.8979695,77.70213740000001,Apartment,"Carmelaram, Bengaluru",10.406043545440705,2.7298396703050143,10,609
1129,2766,2766,S V Reddy Building,12.8992698,77.7027751,Apartment,"Carmelaram, Bengaluru",10.447059463434675,2.7144043411959844,10,628
1130,2767,2767,Joy house %2334,12.9099066,77.7040277,Apartment,"Carmelaram, Bengaluru",10.4370678027976,2.505154922153159,9,549
1131,2768,2768,Astro CLPD GR SUNSHINE Apartments in bangalore Sarjapur Road,12.9137198,77.71528990000002,Apartment,"Carmelaram, Bengaluru",11.638139262618715,3.731418535123955,14,828
1132,2769,2769,Venkateshwara Nilaya M.Munireddy Layout,12.912269699999998,77.70097709999997,Apartment,"Carmelaram, Bengaluru",10.092777922966613,2.172999612179557,9,551
1133,2770,2770,"Gasper K J, %23267, Kalathungal House",12.9110284,77.70110129999998,Apartment,"Carmelaram, Bengaluru",10.112926326334946,2.183651452453841,8,495
1134,2771,2771,Tru Dwellings,12.9146856,77.70296390000001,Apartment,"Carmelaram, Bengaluru",10.30043719595279,2.4157508282513644,11,673
1135,2772,2772,Sai Vandana Brundavan,12.8976015,77.6953702,Apartment,"Carmelaram, Bengaluru",9.696003369202995,2.1782172954928822,9,536
1136,2773,2773,Sobha Royal Pavilion Building %2315,12.8955244,77.7032912,Apartment,"Carmelaram, Bengaluru",10.584088252739084,2.986455445435243,12,734
1137,2774,2774,JRC BirdSong,12.914778300000002,77.6807851,Apartment,"Carmelaram, Bengaluru",7.896800421643898,0.39266255909609993,4,213
1138,2775,2775,Ramesh Building,12.9071089,77.6949028,Apartment,"Carmelaram, Bengaluru",9.478023688832291,1.5803100532133445,7,421
1139,2776,2776,"Godrej Park Retreat, Bangalore",12.8935254,77.70485459999998,Apartment,"Carmelaram, Bengaluru",10.79902484011995,3.25499030925526,12,720
1140,2777,2777,Sattva Senorita,12.9116946,77.6817637,Apartment,"Carmelaram, Bengaluru",8.016265765353175,0.10056275041277081,3,203
1141,2778,2778,Silver Lakeview Apartments,12.9095396,77.69562459999999,Apartment,"Carmelaram, Bengaluru",9.531467525757616,1.6012770242769783,8,462
1142,2779,2779,Kumari Lotus Apartments,12.9034873,77.6844622,Apartment,"Carmelaram, Bengaluru",8.410982859489332,0.9432519008144827,8,454
1143,2780,2780,Raddy's Apartment,12.9039993,77.6883555,Apartment,"Carmelaram, Bengaluru",8.818542650211405,1.137333135356797,10,592
1144,2781,2781,Abhee Lotus,12.906245,77.6903538,Apartment,"Carmelaram, Bengaluru",8.998994164263552,1.1608267904092888,6,339
1145,2782,2782,Samskruti Hoysala,12.9134857,77.698444,Apartment,"Carmelaram, Bengaluru",9.813603114242301,1.9117133139563072,8,465
1146,2783,2783,Surbacon Maple,12.9020881,77.6960942,Apartment,"Carmelaram, Bengaluru",9.680232389733881,1.9314418146626577,8,473
1147,2784,2784,Nimritha Kethana Eternal Accolade,12.9058297,77.6960925,Apartment,"Carmelaram, Bengaluru",9.622044310805482,1.7478933580042582,8,499
1148,2785,2785,Lakshmi Opel Apartment,12.9139647,77.6791578,Apartment,"Carmelaram, Bengaluru",7.722652090362475,0.35917956320970057,2,118
1149,2786,2786,Aratt Adora,12.9140888,77.7164066,Apartment,"Carmelaram, Bengaluru",11.758300769997273,3.8552709409127224,14,853
1150,2787,2787,Sobha Pavilion marketing office,12.8962084,77.7022997,Apartment,"Carmelaram, Bengaluru",10.462864544430907,2.8548019789670627,10,613
