Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_centroid,19_00_centroid,distance_in_meters_from_centroid
Vineyard Chrysolite,13.0357766,77.63505,Apartment,"Kalyan Nagar, Bengaluru",1.2085236467626959,2.756735781450121,5,6,365
Alkhaleej Apartments %232,13.0163577,77.6392034,Apartment,"Kalyan Nagar, Bengaluru",1.0532198534327264,1.225757437172707,5,6,370
"401, belagola house",13.0228977,77.642238,Apartment,"Kalyan Nagar, Bengaluru",0.4379366376665616,1.1735826313781519,4,4,256
GPN,13.0278831,77.6455953,Apartment,"Kalyan Nagar, Bengaluru",0.6955585574004444,1.4156923323672808,8,8,485
JEEJA AH RESIDENCY,13.0226903,77.6384712,Apartment,"Kalyan Nagar, Bengaluru",0.36694228331447665,1.4970709473165273,3,5,278
Sri Nanjundeswara Padmanabha Reddy Corporator,13.0255655,77.6347452,Apartment,"Kalyan Nagar, Bengaluru",0.5194299912694111,2.007259402840093,2,2,112
Neeraja Woods Apartment,13.0158347,77.6363914,Apartment,"Kalyan Nagar, Bengaluru",1.1617301575502745,1.5302975387166964,4,6,331
Elegant Kevin Enclave,13.0230252,77.6443934,Apartment,"Kalyan Nagar, Bengaluru",0.6116891412378802,1.017230890963947,4,5,305
Accomplish Serviced Apartments,13.0249563,77.6364003,Apartment,"Kalyan Nagar, Bengaluru",0.35278356303804087,1.8194558722361298,2,2,94
Guru Krupa,13.0188284,77.6480138,Apartment,"Kalyan Nagar, Bengaluru",1.2038831487899841,0.40772576449139813,7,8,484
Adhithya Paradise,13.0256276,77.636474,Apartment,"Kalyan Nagar, Bengaluru",0.3320653445417625,1.8544138781385497,1,1,63
The Jazminn - Luxury Service Apartments,13.0183514,77.6423555,Apartment,"Kalyan Nagar, Bengaluru",0.8854192961311255,0.9190304441663868,6,7,396
Shetty House,13.0282208,77.6408392,Apartment,"Kalyan Nagar, Bengaluru",0.30176260749656947,1.708429397334652,5,5,324
Jagalakshmi Apartments,13.0122604,77.6484289,Apartment,"Kalyan Nagar, Bengaluru",1.7898679625499478,0.4818445382006963,9,11,671
White Lotus Kala,13.0150644,77.6405844,Apartment,"Kalyan Nagar, Bengaluru",1.2018389867752979,1.0817813994222139,6,8,459
Ortus Trendsquares - Construction,13.020521,77.647932,Apartment,"Kalyan Nagar, Bengaluru",1.0843132090894954,0.5667872916242731,6,7,404
LKY Apartments,13.0218747,77.6532397,Apartment,"Kalyan Nagar, Bengaluru",1.5485346417688783,0.7079767995718705,7,8,481
Thelliankal House,13.0331102,77.6500972,Apartment,"Kalyan Nagar, Bengaluru",1.4022310125949902,1.8933350397402025,10,11,648
Fazals Abode,13.0251732,77.6392796,Apartment,"Kalyan Nagar, Bengaluru",0.07739018114234417,1.5817556184183408,2,2,147
Hazel Suites Hotel Apartments,13.0216222,77.638891,Apartment,"Kalyan Nagar, Bengaluru",0.47237072941933883,1.4015492645373429,3,4,216
GTS SUITES,13.0199235,77.640857,Apartment,"Kalyan Nagar, Bengaluru",0.6716222578706295,1.1298272297438057,4,6,341
Dinesh apartment,13.0135983,77.638697,Apartment,"Kalyan Nagar, Bengaluru",1.3624581550398915,1.3098475671509109,6,8,474
Zebra suites Bellflower Apartment,13.021383,77.6382614,Apartment,"Kalyan Nagar, Bengaluru",0.5126692480185867,1.4521523012928077,3,4,225
Sundara Residency Apartment,13.0111461,77.639078,Apartment,"Kalyan Nagar, Bengaluru",1.632863048068966,1.3553774005891615,8,9,567
Ananth Residency,13.0328542,77.6303189,Apartment,"Kalyan Nagar, Bengaluru",1.2678147702922393,2.87443926975334,5,7,410
Griha Promoters Private Ltd,13.0181246,77.646108,Apartment,"Kalyan Nagar, Bengaluru",1.1137473275679992,0.5283552891519908,6,8,451
OYO 13670 Skylark Service Apartment,13.0258823,77.6413498,Apartment,"Kalyan Nagar, Bengaluru",0.19697499919281666,1.4737147182515857,4,5,298
Triente Suites,13.015933,77.6434752,Apartment,"Kalyan Nagar, Bengaluru",1.1798683197954263,0.7627868235256212,6,8,454
Pulikeshi Apartment,13.0354826,77.6342599,Apartment,"Kalyan Nagar, Bengaluru",1.216427528974626,2.7841770666868735,5,6,389
Karthik Apartments,13.0084843,77.6437292,Apartment,"Kalyan Nagar, Bengaluru",1.9809789199408925,1.1203535257758983,9,11,661
Sahasra Builders and Developers,13.0255809,77.641771,Apartment,"Kalyan Nagar, Bengaluru",0.24400206133325913,1.4182501144817492,4,5,287
Sri Sai Apartment,13.0381545,77.6504572,Apartment,"Kalyan Nagar, Bengaluru",1.8112111040567116,2.4537051274988837,8,10,598
SS Residency,13.0157321,77.6376333,Apartment,"Kalyan Nagar, Bengaluru",1.1408872210257248,1.3960543272963433,5,6,357
AH Galaxy Apartments,13.0265252,77.6275647,Apartment,"Kalyan Nagar, Bengaluru",1.2988645390865026,2.7437919562967323,4,4,259
SLV Grand Apartment,13.0371209,77.6315758,Apartment,"Kalyan Nagar, Bengaluru",1.5234497344282159,3.1111334035526976,6,8,456
Omran apartment,13.0231256,77.6241922,Apartment,"Kalyan Nagar, Bengaluru",1.6887606482755515,2.9570632261500145,6,7,418
Hebron Properties,13.0234186,77.6442087,Apartment,"Kalyan Nagar, Bengaluru",0.5728656309564716,1.063530453181224,4,5,278
